PLOT,EASTING,NORTHING,STRATUM,OLDPOOLNAME,POOL,YEAR
31010243,545080,4933610,BWC,4,U4,2011
31010244,545478,4933607,BWC,4,U4,2011
31010245,572078,4919461,BWC,4,L4,2011
31010246,571228,4918812,BWC,4,L4,2011
31010247,571325,4918507,BWC,4,L4,2011
31010248,574123,4918256,BWC,4,L4,2011
31010249,579781,4917705,BWC,4,L4,2011
31010250,579675,4917457,BWC,4,L4,2011
31010251,580327,4917459,BWC,4,L4,2011
31010252,579627,4917411,BWC,4,L4,2011
31010253,580378,4917213,BWC,4,L4,2011
31010254,580429,4917211,BWC,4,L4,2011
31010255,580229,4917160,BWC,4,L4,2011
31010256,578979,4917110,BWC,4,L4,2011
31010257,580674,4917064,BWC,4,L4,2011
31010258,578778,4916951,BWC,4,L4,2011
31010259,579624,4916858,BWC,4,L4,2011
31010260,574173,4916866,BWC,4,L4,2011
31010261,577827,4916809,BWC,4,L4,2011
31010262,579579,4916760,BWC,4,L4,2011
31010263,577580,4916708,BWC,4,L4,2011
31010264,579479,4916710,BWC,4,L4,2011
31010265,580280,4916655,BWC,4,L4,2011
31010267,579126,4916614,BWC,4,L4,2011
31010268,578878,4916559,BWC,4,L4,2011
31010269,580778,4916367,BWC,4,L4,2011
31010270,581125,4916361,BWC,4,L4,2011
31010271,579582,4916307,BWC,4,L4,2011
31010272,579423,4916257,BWC,4,L4,2011
31010273,581027,4916162,BWC,4,L4,2011
31010274,580631,4916056,BWC,4,L4,2011
31010275,577323,4916059,BWC,4,L4,2011
31010276,581433,4916013,BWC,4,L4,2011
31010277,579825,4915866,BWC,4,L4,2011
31010278,580834,4915810,BWC,4,L4,2011
31010279,581027,4915809,BWC,4,L4,2011
31010280,580576,4915756,BWC,4,L4,2011
31010281,581080,4915709,BWC,4,L4,2011
31010282,581131,4915705,BWC,4,L4,2011
31010283,581523,4915659,BWC,4,L4,2011
31010284,577625,4915661,BWC,4,L4,2011
31010285,581630,4915609,BWC,4,L4,2011
31010286,579780,4915603,BWC,4,L4,2011
31010287,580082,4915604,BWC,4,L4,2011
31010288,581233,4915557,BWC,4,L4,2011
31010289,580224,4915558,BWC,4,L4,2011
31010290,578123,4915517,BWC,4,L4,2011
31010293,580131,4915409,BWC,4,L4,2011
31010295,581529,4915312,BWC,4,L4,2011
31010296,580025,4915210,BWC,4,L4,2011
31010297,580579,4915163,BWC,4,L4,2011
31010298,580376,4915109,BWC,4,L4,2011
31010299,580078,4915011,BWC,4,L4,2011
31010300,579727,4914859,BWC,4,L4,2011
31010301,582079,4914855,BWC,4,L4,2011
31010302,582326,4914812,BWC,4,L4,2011
31010303,581278,4914756,BWC,4,L4,2011
31010304,581931,4914760,BWC,4,L4,2011
31010305,579580,4914759,BWC,4,L4,2011
31010306,580875,4914709,BWC,4,L4,2011
31010307,581280,4914709,BWC,4,L4,2011
31010308,581930,4914711,BWC,4,L4,2011
31010309,580631,4914664,BWC,4,L4,2011
31010310,581426,4914657,BWC,4,L4,2011
31010311,582224,4914661,BWC,4,L4,2011
31010312,581574,4914507,BWC,4,L4,2011
31010313,582277,4914312,BWC,4,L4,2011
31010314,581530,4914161,BWC,4,L4,2011
31010315,581175,4914059,BWC,4,L4,2011
31010316,582279,4913910,BWC,4,L4,2011
31010317,580928,4913812,BWC,4,L4,2011
31010318,581929,4913711,BWC,4,L4,2011
31010319,582326,4913660,BWC,4,L4,2011
31010320,581629,4913659,BWC,4,L4,2011
31010321,582580,4913661,BWC,4,L4,2011
31010322,582678,4913464,BWC,4,L4,2011
31010323,582386,4913462,BWC,4,L4,2011
31010324,582531,4913458,BWC,4,L4,2011
31010325,579031,4913160,BWC,4,L4,2011
31010326,580732,4913105,BWC,4,L4,2011
31010327,580880,4912961,BWC,4,L4,2011
31010328,580177,4912913,BWC,4,L4,2011
31010329,579677,4912511,BWC,4,L4,2011
31010330,579828,4912509,BWC,4,L4,2011
31010331,580229,4912456,BWC,4,L4,2011
31010332,579378,4912407,BWC,4,L4,2011
31010333,579476,4912356,BWC,4,L4,2011
31010334,579978,4912365,BWC,4,L4,2011
31010335,579629,4911660,BWC,4,L4,2011
31010336,584778,4911659,BWC,4,L4,2011
31010337,583782,4911610,BWC,4,L4,2011
31010339,585077,4911508,BWC,4,L4,2011
31010340,584436,4911303,BWC,4,L4,2011
31010341,584230,4910912,BWC,4,L4,2011
31010342,585280,4910857,BWC,4,L4,2011
31010344,583881,4909954,BWC,4,L4,2011
31010347,583380,4909605,BWC,4,L4,2011
31010348,584379,4909254,BWC,4,L4,2011
31010349,584225,4909154,BWC,4,L4,2011
31010350,584074,4909110,BWC,4,L4,2011
31010351,584282,4908957,BWC,4,L4,2011
31010352,585078,4908654,BWC,4,L4,2011
31010353,584031,4908559,BWC,4,L4,2011
31010354,584828,4908412,BWC,4,L4,2011
31010485,531526,4940116,MBC,4,U4,2012
31010486,531728,4939758,MBC,4,U4,2012
31010487,532575,4939123,MBC,4,U4,2012
31010488,533074,4939059,MBC,4,U4,2012
31010489,534979,4938208,MBC,4,U4,2012
31010490,535032,4938154,MBC,4,U4,2012
31010491,537576,4935811,MBC,4,U4,2012
31010492,537433,4935759,MBC,4,U4,2012
31010493,537474,4935758,MBC,4,U4,2012
31010494,541279,4935206,MBC,4,U4,2012
31010495,541478,4935156,MBC,4,U4,2012
31010496,540482,4935007,MBC,4,U4,2012
31010497,540528,4935009,MBC,4,U4,2012
31010498,544632,4934658,MBC,4,U4,2012
31010499,544718,4934307,MBC,4,U4,2012
31010500,543224,4934306,MBC,4,U4,2012
31010501,545024,4934160,MBC,4,U4,2012
31010502,545027,4934105,MBC,4,U4,2012
31010503,545076,4934060,MBC,4,U4,2012
31010504,545535,4933957,MBC,4,U4,2012
31010505,571324,4918306,MBC,4,L4,2012
31010506,572827,4917861,MBC,4,L4,2012
31010507,573036,4917804,MBC,4,L4,2012
31010508,572726,4917704,MBC,4,L4,2012
31010509,575877,4916457,MBC,4,L4,2012
31010510,575732,4916007,MBC,4,L4,2012
31010511,577029,4915405,MBC,4,L4,2012
31010512,577823,4914958,MBC,4,L4,2012
31010513,578082,4914855,MBC,4,L4,2012
31010514,578329,4914460,MBC,4,L4,2012
31010515,579631,4913955,MBC,4,L4,2012
31010516,579679,4913856,MBC,4,L4,2012
31010517,582327,4912710,MBC,4,L4,2012
31010518,582832,4912559,MBC,4,L4,2012
31010519,582483,4912511,MBC,4,L4,2012
31010520,582882,4912007,MBC,4,L4,2012
31010521,583127,4911712,MBC,4,L4,2012
31010522,583229,4911664,MBC,4,L4,2012
31010523,583783,4911507,MBC,4,L4,2012
31010524,583530,4911212,MBC,4,L4,2012
31010525,583579,4911017,MBC,4,L4,2012
31010526,584333,4910510,MBC,4,L4,2012
31010527,585339,4910070,MBC,4,L4,2012
31010528,584180,4910007,MBC,4,L4,2012
31010529,585179,4909954,MBC,4,L4,2012
31010530,585334,4909962,MBC,4,L4,2012
31010531,584238,4909910,MBC,4,L4,2012
31010532,585531,4909910,MBC,4,L4,2012
31010533,584078,4909809,MBC,4,L4,2012
31010534,585379,4909559,MBC,4,L4,2012
31010535,533034,4938561,SC,4,U4,2012
31010536,535132,4938058,SC,4,U4,2012
31010537,535424,4937962,SC,4,U4,2012
31010538,535229,4937855,SC,4,U4,2012
31010539,535676,4937757,SC,4,U4,2012
31010540,535584,4937760,SC,4,U4,2012
31010541,535782,4937757,SC,4,U4,2012
31010542,535633,4937710,SC,4,U4,2012
31010544,537734,4937165,SC,4,U4,2012
31010545,536476,4937006,SC,4,U4,2012
31010546,536529,4937013,SC,4,U4,2012
31010547,536881,4937014,SC,4,U4,2012
31010548,537526,4937011,SC,4,U4,2012
31010549,536582,4936957,SC,4,U4,2012
31010550,537286,4936759,SC,4,U4,2012
31010551,539623,4936460,SC,4,U4,2012
31010552,541381,4936360,SC,4,U4,2012
31010554,541127,4936306,SC,4,U4,2012
31010555,541481,4936307,SC,4,U4,2012
31010556,541430,4936211,SC,4,U4,2012
31010557,539977,4936157,SC,4,U4,2012
31010559,539177,4935607,SC,4,U4,2012
31010560,541780,4935504,SC,4,U4,2012
31010561,538378,4935357,SC,4,U4,2012
31010562,541879,4935211,SC,4,U4,2012
31010563,543176,4935103,SC,4,U4,2012
31010564,543322,4935060,SC,4,U4,2012
31010605,534073,4939409,BWC,4,U4,2012
31010606,537022,4937255,BWC,4,U4,2012
31010608,538278,4937010,BWC,4,U4,2012
31010609,538932,4937014,BWC,4,U4,2012
31010610,539021,4937014,BWC,4,U4,2012
31010611,539779,4936909,BWC,4,U4,2012
31010612,538176,4936852,BWC,4,U4,2012
31010613,539677,4936863,BWC,4,U4,2012
31010614,540119,4936862,BWC,4,U4,2012
31010616,539126,4936810,BWC,4,U4,2012
31010617,540522,4936807,BWC,4,U4,2012
31010619,539629,4936752,BWC,4,U4,2012
31010620,540673,4936765,BWC,4,U4,2012
31010621,539928,4936656,BWC,4,U4,2012
31010622,540386,4936657,BWC,4,U4,2012
31010623,540828,4936664,BWC,4,U4,2012
31010624,537082,4936605,BWC,4,U4,2012
31010625,536771,4936511,BWC,4,U4,2012
31010626,541825,4936507,BWC,4,U4,2012
31010627,537078,4936465,BWC,4,U4,2012
31010628,541876,4936464,BWC,4,U4,2012
31010629,542727,4936217,BWC,4,U4,2012
31010630,542476,4936159,BWC,4,U4,2012
31010631,536826,4936164,BWC,4,U4,2012
31010633,543123,4936156,BWC,4,U4,2012
31010634,541023,4936164,BWC,4,U4,2012
31010635,541231,4936106,BWC,4,U4,2012
31010636,536673,4936058,BWC,4,U4,2012
31010637,541073,4936066,BWC,4,U4,2012
31010638,537322,4936061,BWC,4,U4,2012
31010639,537126,4936005,BWC,4,U4,2012
31010640,537182,4936012,BWC,4,U4,2012
31010641,536127,4935959,BWC,4,U4,2012
31010642,536177,4935959,BWC,4,U4,2012
31010643,538673,4935953,BWC,4,U4,2012
31010644,543024,4935957,BWC,4,U4,2012
31010646,537081,4935961,BWC,4,U4,2012
31010647,539986,4935958,BWC,4,U4,2012
31010648,542428,4935915,BWC,4,U4,2012
31010649,536930,4935912,BWC,4,U4,2012
31010651,540979,4935866,BWC,4,U4,2012
31010652,542281,4935814,BWC,4,U4,2012
31010653,540225,4935811,BWC,4,U4,2012
31010654,536123,4935754,BWC,4,U4,2012
31010656,540676,4935765,BWC,4,U4,2012
31010657,540733,4935762,BWC,4,U4,2012
31010658,540982,4935755,BWC,4,U4,2012
31010659,539474,4935707,BWC,4,U4,2012
31010660,542431,4935657,BWC,4,U4,2012
31010661,543081,4935667,BWC,4,U4,2012
31010662,542230,4935617,BWC,4,U4,2012
31010663,540081,4935559,BWC,4,U4,2012
31010664,540325,4935557,BWC,4,U4,2012
31010665,540470,4935556,BWC,4,U4,2012
31010666,540223,4935508,BWC,4,U4,2012
31010667,541470,4935508,BWC,4,U4,2012
31010668,540780,4935467,BWC,4,U4,2012
31010669,542880,4935415,BWC,4,U4,2012
31010670,540133,4935412,BWC,4,U4,2012
31010671,540026,4935357,BWC,4,U4,2012
31010672,540128,4935262,BWC,4,U4,2012
31010673,542831,4935260,BWC,4,U4,2012
31010675,539070,4934962,BWC,4,U4,2012
31010676,538825,4934905,BWC,4,U4,2012
31010677,541482,4934807,BWC,4,U4,2012
31010678,541779,4934762,BWC,4,U4,2012
31010679,541825,4934760,BWC,4,U4,2012
31010680,554028,4934660,BWC,4,U4,2012
31010681,539873,4934658,BWC,4,U4,2012
31010682,554128,4934561,BWC,4,U4,2012
31010683,539976,4934508,BWC,4,U4,2012
31010685,544078,4934210,BWC,4,U4,2012
31010686,544328,4934111,BWC,4,U4,2012
31010687,543629,4934058,BWC,4,U4,2012
31010688,544872,4934013,BWC,4,U4,2012
31010689,544824,4933957,BWC,4,U4,2012
31010690,545177,4933911,BWC,4,U4,2012
31010691,544284,4933855,BWC,4,U4,2012
31010692,545129,4933660,BWC,4,U4,2012
31010693,564230,4922455,BWC,4,U4,2012
31010694,564577,4922260,BWC,4,U4,2012
31010695,572071,4919504,BWC,4,L4,2012
31010696,572479,4918957,BWC,4,L4,2012
31010697,571376,4918710,BWC,4,L4,2012
31010698,579531,4917511,BWC,4,L4,2012
31010699,578082,4917455,BWC,4,L4,2012
31010700,579522,4917412,BWC,4,L4,2012
31010701,580024,4917257,BWC,4,L4,2012
31010702,579671,4917204,BWC,4,L4,2012
31010703,575375,4917160,BWC,4,L4,2012
31010704,579131,4917159,BWC,4,L4,2012
31010705,579678,4917158,BWC,4,L4,2012
31010707,577533,4916758,BWC,4,L4,2012
31010708,579525,4916605,BWC,4,L4,2012
31010709,579478,4916558,BWC,4,L4,2012
31010710,579624,4916557,BWC,4,L4,2012
31010711,579276,4916457,BWC,4,L4,2012
31010712,580327,4916406,BWC,4,L4,2012
31010713,575271,4916403,BWC,4,L4,2012
31010714,579227,4916361,BWC,4,L4,2012
31010715,581228,4916312,BWC,4,L4,2012
31010716,580979,4916259,BWC,4,L4,2012
31010717,579925,4916162,BWC,4,L4,2012
31010718,579977,4916156,BWC,4,L4,2012
31010719,580974,4916110,BWC,4,L4,2012
31010720,581375,4916109,BWC,4,L4,2012
31010722,579177,4916057,BWC,4,L4,2012
31010723,580873,4915860,BWC,4,L4,2012
31010724,581377,4915855,BWC,4,L4,2012
31010725,580425,4915807,BWC,4,L4,2012
31010726,580379,4915761,BWC,4,L4,2012
31010727,580826,4915758,BWC,4,L4,2012
31010728,581181,4915752,BWC,4,L4,2012
31010729,580425,4915712,BWC,4,L4,2012
31010730,579777,4915709,BWC,4,L4,2012
31010731,580477,4915658,BWC,4,L4,2012
31010732,577278,4915507,BWC,4,L4,2012
31010734,580529,4915455,BWC,4,L4,2012
31010736,580634,4915408,BWC,4,L4,2012
31010737,580473,4915360,BWC,4,L4,2012
31010738,580873,4915358,BWC,4,L4,2012
31010739,579929,4915360,BWC,4,L4,2012
31010740,581278,4915305,BWC,4,L4,2012
31010742,579729,4915308,BWC,4,L4,2012
31010744,579076,4915159,BWC,4,L4,2012
31010748,576473,4915059,BWC,4,L4,2012
31010749,581330,4915006,BWC,4,L4,2012
31010750,579177,4914956,BWC,4,L4,2012
31010753,581580,4914505,BWC,4,L4,2012
31010755,582283,4914510,BWC,4,L4,2012
31010756,581076,4914360,BWC,4,L4,2012
31010757,581026,4914259,BWC,4,L4,2012
31010758,580777,4914102,BWC,4,L4,2012
31010762,582330,4913460,BWC,4,L4,2012
31010763,582577,4913354,BWC,4,L4,2012
31010764,582383,4913355,BWC,4,L4,2012
31010765,580329,4913154,BWC,4,L4,2012
31010767,580179,4913054,BWC,4,L4,2012
31010768,579978,4912954,BWC,4,L4,2012
31010771,583779,4912555,BWC,4,L4,2012
31010772,579221,4912551,BWC,4,L4,2012
31010774,580224,4912506,BWC,4,L4,2012
31010775,580378,4912510,BWC,4,L4,2012
31010777,583728,4912459,BWC,4,L4,2012
31010778,579628,4912408,BWC,4,L4,2012
31010781,580879,4912362,BWC,4,L4,2012
31010782,583475,4912209,BWC,4,L4,2012
31010783,584432,4912100,BWC,4,L4,2012
31010784,580084,4912007,BWC,4,L4,2012
31010786,583630,4911958,BWC,4,L4,2012
31010788,584932,4911807,BWC,4,L4,2012
31010790,584376,4911208,BWC,4,L4,2012
31010792,584326,4910853,BWC,4,L4,2012
31010793,585426,4910809,BWC,4,L4,2012
31010794,585630,4910660,BWC,4,L4,2012
31010795,585430,4910410,BWC,4,L4,2012
31010799,585429,4909357,BWC,4,L4,2012
31010800,584677,4909208,BWC,4,L4,2012
31010801,585677,4909160,BWC,4,L4,2012
31010802,584677,4909159,BWC,4,L4,2012
31010803,584225,4909108,BWC,4,L4,2012
31010804,585027,4908961,BWC,4,L4,2012
31010935,531729,4940227,MBC,4,U4,2013
31010936,534980,4938373,MBC,4,U4,2013
31010937,535085,4938065,MBC,4,U4,2013
31010938,535130,4937921,MBC,4,U4,2013
31010940,539525,4935473,MBC,4,U4,2013
31010941,540978,4935431,MBC,4,U4,2013
31010944,541979,4935169,MBC,4,U4,2013
31010945,544471,4934878,MBC,4,U4,2013
31010948,544731,4934623,MBC,4,U4,2013
31010949,542926,4934625,MBC,4,U4,2013
31010950,543225,4934519,MBC,4,U4,2013
31010951,544832,4934517,MBC,4,U4,2013
31010952,545228,4934179,MBC,4,U4,2013
31010953,545270,4934121,MBC,4,U4,2013
31010954,545475,4933967,MBC,4,U4,2013
31010955,572328,4918214,MBC,4,L4,2013
31010956,571281,4918120,MBC,4,L4,2013
31010957,572483,4918013,MBC,4,L4,2013
31010958,572976,4917921,MBC,4,L4,2013
31010959,573872,4917067,MBC,4,L4,2013
31010960,575734,4916323,MBC,4,L4,2013
31010961,575880,4916129,MBC,4,L4,2013
31010962,578172,4914673,MBC,4,L4,2013
31010963,579974,4914180,MBC,4,L4,2013
31010964,579579,4914125,MBC,4,L4,2013
31010965,581377,4913624,MBC,4,L4,2013
31010966,580677,4913365,MBC,4,L4,2013
31010967,580738,4913375,MBC,4,L4,2013
31010968,582277,4913319,MBC,4,L4,2013
31010969,581674,4913273,MBC,4,L4,2013
31010970,583028,4912572,MBC,4,L4,2013
31010971,583286,4911667,MBC,4,L4,2013
31010972,583435,4911318,MBC,4,L4,2013
31010973,584033,4911267,MBC,4,L4,2013
31010974,583982,4911274,MBC,4,L4,2013
31010975,583533,4910821,MBC,4,L4,2013
31010976,583685,4910619,MBC,4,L4,2013
31010977,583581,4910571,MBC,4,L4,2013
31010978,583836,4910518,MBC,4,L4,2013
31010979,583730,4910370,MBC,4,L4,2013
31010981,584230,4910072,MBC,4,L4,2013
31010982,584329,4909976,MBC,4,L4,2013
31010983,584479,4909873,MBC,4,L4,2013
31010984,584274,4909820,MBC,4,L4,2013
31010985,532629,4939219,SC,4,U4,2013
31010986,532628,4939171,SC,4,U4,2013
31010987,533330,4939172,SC,4,U4,2013
31010990,535234,4938121,SC,4,U4,2013
31010998,539575,4936718,SC,4,U4,2013
31010999,540982,4936728,SC,4,U4,2013
31011000,540926,4936677,SC,4,U4,2013
31011001,540524,4936620,SC,4,U4,2013
31011002,539678,4936578,SC,4,U4,2013
31011003,540677,4936574,SC,4,U4,2013
31011008,537831,4935825,SC,4,U4,2013
31011009,537929,4935772,SC,4,U4,2013
31011010,537978,4935770,SC,4,U4,2013
31011011,538027,4935720,SC,4,U4,2013
31011013,538880,4935423,SC,4,U4,2013
31011014,542024,4935318,SC,4,U4,2013
31011062,537583,4937014,BWC,4,U4,2013
31011064,540019,4936921,BWC,4,U4,2013
31011065,537779,4936873,BWC,4,U4,2013
31011074,536523,4936469,BWC,4,U4,2013
31011075,536881,4936376,BWC,4,U4,2013
31011076,540972,4936371,BWC,4,U4,2013
31011077,536878,4936326,BWC,4,U4,2013
31011078,537086,4936323,BWC,4,U4,2013
31011079,537130,4936314,BWC,4,U4,2013
31011081,542529,4936222,BWC,4,U4,2013
31011084,542922,4936175,BWC,4,U4,2013
31011085,536482,4936125,BWC,4,U4,2013
31011087,542276,4936120,BWC,4,U4,2013
31011088,536928,4936127,BWC,4,U4,2013
31011091,536225,4936075,BWC,4,U4,2013
31011092,536270,4936073,BWC,4,U4,2013
31011096,540375,4936023,BWC,4,U4,2013
31011097,541130,4936018,BWC,4,U4,2013
31011098,540529,4935975,BWC,4,U4,2013
31011099,542480,4935922,BWC,4,U4,2013
31011100,540534,4935924,BWC,4,U4,2013
31011101,540579,4935924,BWC,4,U4,2013
31011102,536383,4935869,BWC,4,U4,2013
31011103,537322,4935867,BWC,4,U4,2013
31011104,543134,4935817,BWC,4,U4,2013
31011105,540228,4935819,BWC,4,U4,2013
31011106,536482,4935772,BWC,4,U4,2013
31011107,539825,4935775,BWC,4,U4,2013
31011108,540435,4935773,BWC,4,U4,2013
31011109,536429,4935727,BWC,4,U4,2013
31011110,539573,4935720,BWC,4,U4,2013
31011112,542175,4935681,BWC,4,U4,2013
31011113,543070,4935674,BWC,4,U4,2013
31011114,542631,4935622,BWC,4,U4,2013
31011115,542926,4935578,BWC,4,U4,2013
31011116,539777,4935568,BWC,4,U4,2013
31011117,542925,4935524,BWC,4,U4,2013
31011118,540276,4935469,BWC,4,U4,2013
31011119,542825,4935469,BWC,4,U4,2013
31011120,540325,4935417,BWC,4,U4,2013
31011121,538581,4935222,BWC,4,U4,2013
31011122,538630,4935221,BWC,4,U4,2013
31011123,541529,4935128,BWC,4,U4,2013
31011124,541428,4935022,BWC,4,U4,2013
31011127,541681,4934918,BWC,4,U4,2013
31011128,544630,4934578,BWC,4,U4,2013
31011129,544637,4934522,BWC,4,U4,2013
31011131,544679,4934323,BWC,4,U4,2013
31011133,544972,4934117,BWC,4,U4,2013
31011134,544424,4934066,BWC,4,U4,2013
31011135,544527,4934075,BWC,4,U4,2013
31011136,544880,4934073,BWC,4,U4,2013
31011137,544671,4934027,BWC,4,U4,2013
31011138,544721,4934018,BWC,4,U4,2013
31011139,544674,4933965,BWC,4,U4,2013
31011140,544981,4933869,BWC,4,U4,2013
31011141,545027,4933825,BWC,4,U4,2013
31011142,545322,4933765,BWC,4,U4,2013
31011143,555984,4924979,BWC,4,U4,2013
31011152,571326,4918675,BWC,4,L4,2013
31011156,579730,4917766,BWC,4,L4,2013
31011160,579974,4917375,BWC,4,L4,2013
31011161,578932,4917269,BWC,4,L4,2013
31011165,580831,4917020,BWC,4,L4,2013
31011167,579678,4916875,BWC,4,L4,2013
31011168,579480,4916872,BWC,4,L4,2013
31011169,579329,4916820,BWC,4,L4,2013
31011170,580333,4916819,BWC,4,L4,2013
31011171,580633,4916823,BWC,4,L4,2013
31011172,580879,4916824,BWC,4,L4,2013
31011173,580630,4916675,BWC,4,L4,2013
31011174,580729,4916617,BWC,4,L4,2013
31011175,580671,4916574,BWC,4,L4,2013
31011176,580332,4916473,BWC,4,L4,2013
31011177,579077,4916471,BWC,4,L4,2013
31011178,581078,4916423,BWC,4,L4,2013
31011180,579727,4916324,BWC,4,L4,2013
31011181,580725,4916275,BWC,4,L4,2013
31011182,579579,4916223,BWC,4,L4,2013
31011184,580924,4916173,BWC,4,L4,2013
31011185,580282,4916074,BWC,4,L4,2013
31011186,581581,4916073,BWC,4,L4,2013
31011188,581129,4916022,BWC,4,L4,2013
31011189,581631,4915926,BWC,4,L4,2013
31011190,581227,4915774,BWC,4,L4,2013
31011191,580386,4915624,BWC,4,L4,2013
31011192,581129,4915569,BWC,4,L4,2013
31011193,579734,4915474,BWC,4,L4,2013
31011195,581783,4915428,BWC,4,L4,2013
31011196,579428,4915364,BWC,4,L4,2013
31011197,580227,4915373,BWC,4,L4,2013
31011198,581230,4915272,BWC,4,L4,2013
31011199,581928,4915271,BWC,4,L4,2013
31011200,581976,4915270,BWC,4,L4,2013
31011201,580177,4915067,BWC,4,L4,2013
31011202,581328,4915079,BWC,4,L4,2013
31011203,580974,4914976,BWC,4,L4,2013
31011204,582134,4914775,BWC,4,L4,2013
31011205,580976,4914727,BWC,4,L4,2013
31011206,581129,4914672,BWC,4,L4,2013
31011207,581381,4914571,BWC,4,L4,2013
31011208,579074,4914374,BWC,4,L4,2013
31011209,582377,4914372,BWC,4,L4,2013
31011210,580979,4914323,BWC,4,L4,2013
31011211,582384,4914019,BWC,4,L4,2013
31011213,579027,4913570,BWC,4,L4,2013
31011214,579477,4913473,BWC,4,L4,2013
31011215,580785,4913226,BWC,4,L4,2013
31011216,579829,4913173,BWC,4,L4,2013
31011217,580633,4913163,BWC,4,L4,2013
31011220,579775,4912816,BWC,4,L4,2013
31011222,579732,4912669,BWC,4,L4,2013
31011223,579381,4912625,BWC,4,L4,2013
31011224,579333,4912524,BWC,4,L4,2013
31011225,579332,4912470,BWC,4,L4,2013
31011226,579785,4912468,BWC,4,L4,2013
31011227,583576,4912422,BWC,4,L4,2013
31011228,579378,4912425,BWC,4,L4,2013
31011230,583475,4912171,BWC,4,L4,2013
31011231,583829,4912020,BWC,4,L4,2013
31011232,583982,4911769,BWC,4,L4,2013
31011233,584079,4911776,BWC,4,L4,2013
31011235,584878,4911522,BWC,4,L4,2013
31011236,583972,4911425,BWC,4,L4,2013
31011237,584982,4911324,BWC,4,L4,2013
31011238,585477,4911174,BWC,4,L4,2013
31011239,584533,4911023,BWC,4,L4,2013
31011240,585572,4911023,BWC,4,L4,2013
31011241,585224,4910925,BWC,4,L4,2013
31011242,584831,4910770,BWC,4,L4,2013
31011243,583632,4910128,BWC,4,L4,2013
31011244,584232,4909663,BWC,4,L4,2013
31011245,584379,4909622,BWC,4,L4,2013
31011246,583828,4909526,BWC,4,L4,2013
31011247,584481,4909325,BWC,4,L4,2013
31011248,584730,4909328,BWC,4,L4,2013
31011249,584832,4908971,BWC,4,L4,2013
31011250,584884,4908923,BWC,4,L4,2013
31011251,584775,4908824,BWC,4,L4,2013
31011252,584880,4908828,BWC,4,L4,2013
31011253,584884,4908726,BWC,4,L4,2013
31011254,584934,4908677,BWC,4,L4,2013
31011385,531930,4939859,MBC,4,U4,2014
31011386,531629,4939805,MBC,4,U4,2014
31011387,531982,4939802,MBC,4,U4,2014
31011388,535071,4938011,MBC,4,U4,2014
31011389,535080,4937751,MBC,4,U4,2014
31011390,535281,4937352,MBC,4,U4,2014
31011391,537530,4935804,MBC,4,U4,2014
31011392,539830,4935157,MBC,4,U4,2014
31011393,541977,4934960,MBC,4,U4,2014
31011394,544633,4934659,MBC,4,U4,2014
31011395,542931,4934662,MBC,4,U4,2014
31011396,543333,4934559,MBC,4,U4,2014
31011397,542825,4934460,MBC,4,U4,2014
31011398,542925,4934406,MBC,4,U4,2014
31011399,542975,4934309,MBC,4,U4,2014
31011400,544883,4934257,MBC,4,U4,2014
31011401,544978,4934209,MBC,4,U4,2014
31011402,545485,4934105,MBC,4,U4,2014
31011403,545375,4933859,MBC,4,U4,2014
31011404,545373,4933807,MBC,4,U4,2014
31011405,571333,4918259,MBC,4,L4,2014
31011406,572178,4918154,MBC,4,L4,2014
31011407,572177,4918055,MBC,4,L4,2014
31011408,572588,4917807,MBC,4,L4,2014
31011409,574580,4917354,MBC,4,L4,2014
31011410,574289,4917007,MBC,4,L4,2014
31011411,575173,4916905,MBC,4,L4,2014
31011412,573879,4916859,MBC,4,L4,2014
31011413,575522,4916452,MBC,4,L4,2014
31011414,576383,4915899,MBC,4,L4,2014
31011415,576429,4915851,MBC,4,L4,2014
31011416,576470,4915406,MBC,4,L4,2014
31011417,578488,4914455,MBC,4,L4,2014
31011418,579487,4914103,MBC,4,L4,2014
31011419,581230,4913410,MBC,4,L4,2014
31011420,582780,4912164,MBC,4,L4,2014
31011421,583023,4911911,MBC,4,L4,2014
31011422,583183,4911758,MBC,4,L4,2014
31011423,583627,4911659,MBC,4,L4,2014
31011424,583224,4911508,MBC,4,L4,2014
31011425,583773,4911360,MBC,4,L4,2014
31011426,583425,4911208,MBC,4,L4,2014
31011427,583330,4911014,MBC,4,L4,2014
31011428,584028,4911004,MBC,4,L4,2014
31011429,584130,4910852,MBC,4,L4,2014
31011430,584179,4910705,MBC,4,L4,2014
31011432,583977,4910160,MBC,4,L4,2014
31011433,584282,4909856,MBC,4,L4,2014
31011434,585830,4908809,MBC,4,L4,2014
31011435,532578,4938755,SC,4,U4,2014
31011436,535783,4937561,SC,4,U4,2014
31011437,536029,4937515,SC,4,U4,2014
31011438,535831,4937510,SC,4,U4,2014
31011439,536328,4937154,SC,4,U4,2014
31011440,536682,4937058,SC,4,U4,2014
31011441,536931,4936956,SC,4,U4,2014
31011442,537279,4936913,SC,4,U4,2014
31011443,537232,4936857,SC,4,U4,2014
31011444,538534,4936856,SC,4,U4,2014
31011445,539179,4936609,SC,4,U4,2014
31011446,539376,4936457,SC,4,U4,2014
31011447,539679,4936460,SC,4,U4,2014
31011448,539984,4936305,SC,4,U4,2014
31011449,540023,4936256,SC,4,U4,2014
