PLOT,EASTING,NORTHING,STRATUM,OLDPOOLNAME,POOL,YEAR
31001748,535045,4937766,MBC,4,U4,1998
31001749,544741,4934399,MBC,4,U4,1998
31001750,571209,4918295,MBC,4,L4,1998
31001751,572330,4918209,MBC,4,L4,1998
31001752,572133,4918052,MBC,4,L4,1998
31001753,572795,4917812,MBC,4,L4,1998
31001754,573926,4916951,MBC,4,L4,1998
31001755,578349,4914524,MBC,4,L4,1998
31001756,578649,4914440,MBC,4,L4,1998
31001758,580781,4913213,MBC,4,L4,1998
31001759,580890,4913199,MBC,4,L4,1998
31001761,580939,4913151,MBC,4,L4,1998
31001765,582385,4912613,MBC,4,L4,1998
31001766,582377,4912555,MBC,4,L4,1998
31001767,583128,4911857,MBC,4,L4,1998
31001768,583438,4911359,MBC,4,L4,1998
31001769,583181,4911162,MBC,4,L4,1998
31001770,583476,4911116,MBC,4,L4,1998
31001772,584328,4910556,MBC,4,L4,1998
31001773,583727,4910447,MBC,4,L4,1998
31001774,583689,4910357,MBC,4,L4,1998
31001775,584089,4910354,MBC,4,L4,1998
31001776,583684,4910314,MBC,4,L4,1998
31001778,584785,4910113,MBC,4,L4,1998
31001779,584035,4910009,MBC,4,L4,1998
31001782,584540,4909655,MBC,4,L4,1998
31001784,531597,4940103,MBC,4,U4,1998
31001785,531617,4940081,MBC,4,U4,1998
31001787,535525,4935627,MBC,4,U4,1998
31001788,541631,4935113,MBC,4,U4,1998
31001789,541886,4935011,MBC,4,U4,1998
31001790,542933,4934674,MBC,4,U4,1998
31001791,571230,4918351,MBC,4,L4,1998
31001792,572375,4918215,MBC,4,L4,1998
31001793,572428,4918161,MBC,4,L4,1998
31001794,575985,4915858,MBC,4,L4,1998
31001796,576578,4915357,MBC,4,L4,1998
31001797,581235,4913457,MBC,4,L4,1998
31001798,581539,4913407,MBC,4,L4,1998
31001801,582032,4912698,MBC,4,L4,1998
31001802,582934,4912510,MBC,4,L4,1998
31001803,582932,4912459,MBC,4,L4,1998
31001804,583778,4911405,MBC,4,L4,1998
31001805,584429,4910404,MBC,4,L4,1998
31001806,585529,4909866,MBC,4,L4,1998
31001807,544982,4934810,SC,4,U4,1998
31001830,537735,4936205,SC,4,U4,1998
31001831,538275,4936208,SC,4,U4,1998
31001863,536315,4937238,SC,4,U4,1998
31001864,538690,4936907,SC,4,U4,1998
31001865,539129,4936753,SC,4,U4,1998
31001866,540984,4936450,SC,4,U4,1998
31001867,539980,4936200,SC,4,U4,1998
31001868,541593,4936113,SC,4,U4,1998
31001872,542124,4935058,SC,4,U4,1998
31001873,543631,4935070,SC,4,U4,1998
31001874,543550,4935014,SC,4,U4,1998
31001875,542735,4934797,SC,4,U4,1998
31001885,535329,4937844,SC,4,U4,1998
31001888,536631,4937094,SC,4,U4,1998
31001889,536677,4937120,SC,4,U4,1998
31001890,536789,4937064,SC,4,U4,1998
31001891,536521,4936968,SC,4,U4,1998
31001892,537137,4936961,SC,4,U4,1998
31001894,538494,4936931,SC,4,U4,1998
31001895,538841,4936849,SC,4,U4,1998
31001896,539050,4936763,SC,4,U4,1998
31001897,539174,4936568,SC,4,U4,1998
31001898,539388,4936555,SC,4,U4,1998
31001899,541285,4936409,SC,4,U4,1998
31001900,540023,4936354,SC,4,U4,1998
31002001,540498,4936305,SC,4,U4,1998
31002002,541567,4936269,SC,4,U4,1998
31002003,541467,4936205,SC,4,U4,1998
31002004,541728,4936010,SC,4,U4,1998
31002006,537990,4935460,SC,4,U4,1998
31002007,542483,4935061,SC,4,U4,1998
31002008,542637,4935006,SC,4,U4,1998
31002009,543032,4935008,SC,4,U4,1998
31002010,542696,4934901,SC,4,U4,1998
31002011,542625,4934815,SC,4,U4,1998
31002025,538882,4936206,SC,4,U4,1998
31002026,538828,4936158,SC,4,U4,1998
31002028,556079,4924411,BWC,4,U4,1998
31002029,537724,4936706,BWC,4,U4,1998
31002031,537125,4937354,BWC,4,U4,1998
31002033,542730,4936155,BWC,4,U4,1998
31002034,542579,4936109,BWC,4,U4,1998
31002035,542222,4935755,BWC,4,U4,1998
31002036,542427,4935707,BWC,4,U4,1998
31002037,542176,4935657,BWC,4,U4,1998
31002038,542627,4935659,BWC,4,U4,1998
31002039,542677,4935658,BWC,4,U4,1998
31002040,542930,4935558,BWC,4,U4,1998
31002041,542983,4935461,BWC,4,U4,1998
31002042,542478,4935411,BWC,4,U4,1998
31002043,542376,4935360,BWC,4,U4,1998
31002044,543020,4935309,BWC,4,U4,1998
31002045,542981,4935253,BWC,4,U4,1998
31002046,544073,4934111,BWC,4,U4,1998
31002047,544729,4933806,BWC,4,U4,1998
31002048,544326,4933760,BWC,4,U4,1998
31002049,544424,4933758,BWC,4,U4,1998
31002050,545229,4933705,BWC,4,U4,1998
31002052,542076,4936257,BWC,4,U4,1998
31002053,542324,4936110,BWC,4,U4,1998
31002055,542731,4936007,BWC,4,U4,1998
31002056,542676,4935854,BWC,4,U4,1998
31002057,542077,4935506,BWC,4,U4,1998
31002058,542477,4935258,BWC,4,U4,1998
31002059,542877,4935255,BWC,4,U4,1998
31002060,541636,4934757,BWC,4,U4,1998
31002061,541833,4934707,BWC,4,U4,1998
31002062,543528,4934259,BWC,4,U4,1998
31002063,543526,4934159,BWC,4,U4,1998
31002064,543778,4933993,BWC,4,U4,1998
31002065,536526,4936310,BWC,4,U4,1998
31002066,536523,4936211,BWC,4,U4,1998
31002067,538824,4935863,BWC,4,U4,1998
31002068,539380,4935562,BWC,4,U4,1998
31002069,539025,4935509,BWC,4,U4,1998
31002070,539481,4935503,BWC,4,U4,1998
31002071,540579,4936756,BWC,4,U4,1998
31002072,540771,4936561,BWC,4,U4,1998
31002073,536929,4936408,BWC,4,U4,1998
31002074,536625,4936260,BWC,4,U4,1998
31002075,536778,4936155,BWC,4,U4,1998
31002076,537131,4936158,BWC,4,U4,1998
31002077,537128,4936110,BWC,4,U4,1998
31002079,539921,4935863,BWC,4,U4,1998
31002080,540588,4935759,BWC,4,U4,1998
31002081,539731,4935611,BWC,4,U4,1998
31002082,540190,4935609,BWC,4,U4,1998
31002083,539778,4935505,BWC,4,U4,1998
31002084,539830,4935510,BWC,4,U4,1998
31002085,540286,4935457,BWC,4,U4,1998
31002086,540133,4935406,BWC,4,U4,1998
31002087,539886,4935355,BWC,4,U4,1998
31002089,539577,4936753,BWC,4,U4,1998
31002090,536929,4936260,BWC,4,U4,1998
31002093,539447,4935956,BWC,4,U4,1998
31002094,540128,4935954,BWC,4,U4,1998
31002095,536673,4935907,BWC,4,U4,1998
31002096,541534,4935856,BWC,4,U4,1998
31002097,540485,4935514,BWC,4,U4,1998
31002098,536228,4936019,BWC,4,U4,1998
31002099,536327,4935863,BWC,4,U4,1998
31002100,536467,4935654,BWC,4,U4,1998
31002101,536477,4935559,BWC,4,U4,1998
31002102,574731,4918252,BWC,4,L4,1998
31002103,579185,4917709,BWC,4,L4,1998
31002104,578380,4917603,BWC,4,L4,1998
31002105,578734,4917453,BWC,4,L4,1998
31002106,575587,4917303,BWC,4,L4,1998
31002107,571985,4918416,BWC,4,L4,1998
31002109,572181,4918457,BWC,4,L4,1998
31002110,571725,4918619,BWC,4,L4,1998
31002111,571431,4918862,BWC,4,L4,1998
31002112,582579,4913508,BWC,4,L4,1998
31002113,582685,4913368,BWC,4,L4,1998
31002114,582529,4913316,BWC,4,L4,1998
31002116,584581,4912007,BWC,4,L4,1998
31002117,585132,4911561,BWC,4,L4,1998
31002118,584385,4911358,BWC,4,L4,1998
31002119,585274,4910961,BWC,4,L4,1998
31002120,584677,4910910,BWC,4,L4,1998
31002121,585329,4910610,BWC,4,L4,1998
31002122,577379,4917007,BWC,4,L4,1998
31002123,574619,4916910,BWC,4,L4,1998
31002126,577734,4916105,BWC,4,L4,1998
31002127,577284,4916063,BWC,4,L4,1998
31002128,577729,4915609,BWC,4,L4,1998
31002129,576478,4914557,BWC,4,L4,1998
31002130,580730,4914162,BWC,4,L4,1998
31002131,582336,4913951,BWC,4,L4,1998
31002132,582482,4913956,BWC,4,L4,1998
31002133,582525,4913912,BWC,4,L4,1998
31002134,582631,4913874,BWC,4,L4,1998
31002135,580875,4913814,BWC,4,L4,1998
31002137,582590,4913800,BWC,4,L4,1998
31002138,581328,4913758,BWC,4,L4,1998
31002139,582687,4913759,BWC,4,L4,1998
31002140,581332,4913701,BWC,4,L4,1998
31002141,579680,4913355,BWC,4,L4,1998
31002142,582981,4913306,BWC,4,L4,1998
31002143,582878,4913255,BWC,4,L4,1998
31002144,579579,4913206,BWC,4,L4,1998
31002146,579926,4913119,BWC,4,L4,1998
31002147,583534,4913004,BWC,4,L4,1998
31002148,582680,4912958,BWC,4,L4,1998
31002149,583676,4912911,BWC,4,L4,1998
31002150,583925,4912510,BWC,4,L4,1998
31002151,583782,4912453,BWC,4,L4,1998
31002152,584179,4912408,BWC,4,L4,1998
31002153,583433,4912213,BWC,4,L4,1998
31002154,583482,4912107,BWC,4,L4,1998
31002155,584233,4912111,BWC,4,L4,1998
31002156,584279,4912105,BWC,4,L4,1998
31002157,583827,4911655,BWC,4,L4,1998
31002158,584276,4911310,BWC,4,L4,1998
31002159,581380,4911065,BWC,4,L4,1998
31002160,584980,4910909,BWC,4,L4,1998
31002161,585633,4910411,BWC,4,L4,1998
31002163,579631,4911404,BWC,4,L4,1998
31002164,579131,4916762,BWC,4,L4,1998
31002165,580381,4916506,BWC,4,L4,1998
31002166,581131,4916506,BWC,4,L4,1998
31002167,579978,4916456,BWC,4,L4,1998
31002168,581231,4916408,BWC,4,L4,1998
31002169,579628,4916312,BWC,4,L4,1998
31002170,580932,4916301,BWC,4,L4,1998
31002171,581240,4916209,BWC,4,L4,1998
31002172,580223,4916166,BWC,4,L4,1998
31002173,579881,4916108,BWC,4,L4,1998
31002174,580328,4916110,BWC,4,L4,1998
31002175,580339,4915754,BWC,4,L4,1998
31002176,580926,4915754,BWC,4,L4,1998
31002177,580734,4915659,BWC,4,L4,1998
31002179,580385,4915546,BWC,4,L4,1998
31002180,580829,4915410,BWC,4,L4,1998
31002181,581137,4915418,BWC,4,L4,1998
31002182,581030,4915304,BWC,4,L4,1998
31002183,579538,4915260,BWC,4,L4,1998
31002184,580330,4915163,BWC,4,L4,1998
31002185,581834,4915158,BWC,4,L4,1998
31002186,580983,4915056,BWC,4,L4,1998
31002187,581386,4915011,BWC,4,L4,1998
31002188,579982,4914863,BWC,4,L4,1998
31002189,581332,4914861,BWC,4,L4,1998
31002191,581636,4914803,BWC,4,L4,1998
31002192,581481,4914751,BWC,4,L4,1998
31002193,581534,4914756,BWC,4,L4,1998
31002194,581888,4914510,BWC,4,L4,1998
31002195,580633,4914458,BWC,4,L4,1998
31002196,581494,4914400,BWC,4,L4,1998
31002197,581640,4914367,BWC,4,L4,1998
31002198,581931,4914295,BWC,4,L4,1998
31002199,581838,4914203,BWC,4,L4,1998
31002200,580277,4913107,BWC,4,L4,1998
31002201,580732,4913057,BWC,4,L4,1998
31002202,580078,4912958,BWC,4,L4,1998
31002203,579882,4912905,BWC,4,L4,1998
31002204,580729,4912909,BWC,4,L4,1998
31002205,580979,4912762,BWC,4,L4,1998
31002206,579331,4912707,BWC,4,L4,1998
31002207,580282,4912703,BWC,4,L4,1998
31002208,580579,4912510,BWC,4,L4,1998
31002209,580630,4912409,BWC,4,L4,1998
31002210,579330,4912355,BWC,4,L4,1998
31002211,579681,4912313,BWC,4,L4,1998
31002212,579888,4912158,BWC,4,L4,1998
31002213,580328,4912002,BWC,4,L4,1998
31002214,579526,4911954,BWC,4,L4,1998
31002215,580785,4911956,BWC,4,L4,1998
31002216,583527,4909906,BWC,4,L4,1998
31002218,583729,4909363,BWC,4,L4,1998
31002219,583887,4909246,BWC,4,L4,1998
31002220,583778,4909212,BWC,4,L4,1998
31002221,584433,4909203,BWC,4,L4,1998
31002222,584130,4909162,BWC,4,L4,1998
31002223,584184,4909158,BWC,4,L4,1998
31002224,584133,4908909,BWC,4,L4,1998
31002225,584435,4908657,BWC,4,L4,1998
31002226,584071,4908608,BWC,4,L4,1998
31002228,584733,4908557,BWC,4,L4,1998
31002229,579802,4917639,BWC,4,L4,1998
31002232,579527,4917706,BWC,4,L4,1998
31002233,580122,4917557,BWC,4,L4,1998
31002234,579832,4917505,BWC,4,L4,1998
31002235,579877,4917514,BWC,4,L4,1998
31002236,578830,4917304,BWC,4,L4,1998
31002238,579398,4916941,BWC,4,L4,1998
31002239,579532,4916659,BWC,4,L4,1998
31002241,578224,4916261,BWC,4,L4,1998
31002242,579082,4916209,BWC,4,L4,1998
31002243,578680,4915964,BWC,4,L4,1998
31002244,578326,4915908,BWC,4,L4,1998
31002245,580237,4915898,BWC,4,L4,1998
31002246,580028,4915456,BWC,4,L4,1998
31002248,580223,4914907,BWC,4,L4,1998
31002249,579531,4914671,BWC,4,L4,1998
31002250,580727,4914459,BWC,4,L4,1998
31002251,580483,4913103,BWC,4,L4,1998
31002252,579230,4912359,BWC,4,L4,1998
31002254,580730,4912112,BWC,4,L4,1998
31002255,580678,4912059,BWC,4,L4,1998
31002256,580531,4911805,BWC,4,L4,1998
31002257,580328,4911258,BWC,4,L4,1998
31002258,583877,4909906,BWC,4,L4,1998
31002259,583881,4909855,BWC,4,L4,1998
31002260,583432,4909456,BWC,4,L4,1998
31002607,535086,4938003,MBC,4,U4,1999
31002608,535083,4937848,MBC,4,U4,1999
31002609,545030,4934107,MBC,4,U4,1999
31002610,572128,4918154,MBC,4,L4,1999
31002611,572336,4918158,MBC,4,L4,1999
31002612,572430,4918107,MBC,4,L4,1999
31002613,572685,4917806,MBC,4,L4,1999
31002615,581643,4913410,MBC,4,L4,1999
31002616,580883,4913212,MBC,4,L4,1999
31002617,581736,4913054,MBC,4,L4,1999
31002618,581777,4913010,MBC,4,L4,1999
31002619,582137,4912801,MBC,4,L4,1999
31002620,582831,4912209,MBC,4,L4,1999
31002621,583076,4911902,MBC,4,L4,1999
31002622,583079,4911703,MBC,4,L4,1999
31002623,583192,4911603,MBC,4,L4,1999
31002624,583231,4911510,MBC,4,L4,1999
31002625,583182,4911460,MBC,4,L4,1999
31002626,583434,4911159,MBC,4,L4,1999
31002627,583433,4911003,MBC,4,L4,1999
31002628,583386,4910954,MBC,4,L4,1999
31002629,583380,4910854,MBC,4,L4,1999
31002630,583688,4910400,MBC,4,L4,1999
31002631,583787,4910160,MBC,4,L4,1999
31002632,584230,4910150,MBC,4,L4,1999
31002633,584090,4909918,MBC,4,L4,1999
31002634,584335,4909706,MBC,4,L4,1999
31002635,584449,4909674,MBC,4,L4,1999
31002636,584534,4909673,MBC,4,L4,1999
31002637,531280,4940107,MBC,4,U4,1999
31002639,531878,4939911,MBC,4,U4,1999
31002640,531588,4939853,MBC,4,U4,1999
31002644,540829,4935158,MBC,4,U4,1999
31002645,543879,4934605,MBC,4,U4,1999
31002646,573024,4917907,MBC,4,L4,1999
31002648,573331,4917461,MBC,4,L4,1999
31002649,573684,4917304,MBC,4,L4,1999
31002650,575228,4917159,MBC,4,L4,1999
31002652,577437,4915158,MBC,4,L4,1999
31002653,578542,4914765,MBC,4,L4,1999
31002654,577929,4914605,MBC,4,L4,1999
31002655,577974,4914562,MBC,4,L4,1999
31002656,579591,4913953,MBC,4,L4,1999
31002657,579573,4913906,MBC,4,L4,1999
31002658,580282,4913758,MBC,4,L4,1999
31002659,581425,4913453,MBC,4,L4,1999
31002660,582028,4912756,MBC,4,L4,1999
31002661,582533,4912507,MBC,4,L4,1999
31002662,583482,4911851,MBC,4,L4,1999
31002663,583026,4911702,MBC,4,L4,1999
31002664,585289,4910010,MBC,4,L4,1999
31002666,585233,4909653,MBC,4,L4,1999
31002667,545139,4934811,SC,4,U4,1999
31002684,532627,4939054,SC,4,U4,1999
31002687,537777,4936211,SC,4,U4,1999
31002716,536381,4937154,SC,4,U4,1999
31002717,536631,4937055,SC,4,U4,1999
31002718,538431,4937009,SC,4,U4,1999
31002719,536831,4936958,SC,4,U4,1999
31002720,536929,4936955,SC,4,U4,1999
31002721,538534,4936958,SC,4,U4,1999
31002722,537130,4936908,SC,4,U4,1999
31002723,537281,4936808,SC,4,U4,1999
31002724,539333,4936554,SC,4,U4,1999
31002725,540430,4936356,SC,4,U4,1999
31002726,540079,4936311,SC,4,U4,1999
31002727,540229,4936309,SC,4,U4,1999
31002728,539783,4936256,SC,4,U4,1999
31002729,541428,4936260,SC,4,U4,1999
31002730,543529,4935058,SC,4,U4,1999
31002731,543683,4935061,SC,4,U4,1999
31002732,543179,4935011,SC,4,U4,1999
31002734,543481,4934908,SC,4,U4,1999
31002735,542732,4934811,SC,4,U4,1999
31002736,542777,4934808,SC,4,U4,1999
31002737,542982,4934808,SC,4,U4,1999
31002738,543182,4934756,SC,4,U4,1999
31002748,535426,4937955,SC,4,U4,1999
31002749,535180,4937854,SC,4,U4,1999
31002751,536028,4937356,SC,4,U4,1999
31002753,537878,4937206,SC,4,U4,1999
31002754,537726,4937162,SC,4,U4,1999
31002755,537829,4937157,SC,4,U4,1999
31002756,536683,4937060,SC,4,U4,1999
31002757,536579,4936955,SC,4,U4,1999
31002758,538481,4936904,SC,4,U4,1999
31002759,539035,4936703,SC,4,U4,1999
31002760,539124,4936562,SC,4,U4,1999
31002761,539382,4936555,SC,4,U4,1999
31002763,540029,4936356,SC,4,U4,1999
31002764,540334,4936362,SC,4,U4,1999
31002765,540382,4936356,SC,4,U4,1999
31002766,540234,4936262,SC,4,U4,1999
31002767,540034,4936202,SC,4,U4,1999
31002768,541683,4936058,SC,4,U4,1999
31002769,537929,4935558,SC,4,U4,1999
31002770,541783,4935505,SC,4,U4,1999
31002771,538329,4935407,SC,4,U4,1999
31002772,539084,4935112,SC,4,U4,1999
31002773,539432,4935055,SC,4,U4,1999
31002774,543379,4935061,SC,4,U4,1999
31002775,539529,4935008,SC,4,U4,1999
31002776,543081,4935005,SC,4,U4,1999
31002777,543081,4934955,SC,4,U4,1999
31002778,542832,4934903,SC,4,U4,1999
31002779,542629,4934803,SC,4,U4,1999
31002787,564075,4922608,BWC,4,U4,1999
31002788,536280,4935806,BWC,4,U4,1999
31002789,536181,4935707,BWC,4,U4,1999
31002790,536427,4935562,BWC,4,U4,1999
31002793,538034,4936863,BWC,4,U4,1999
31002794,536429,4936205,BWC,4,U4,1999
31002795,536583,4936211,BWC,4,U4,1999
31002796,538726,4935858,BWC,4,U4,1999
31002797,539082,4935807,BWC,4,U4,1999
31002798,538930,4935757,BWC,4,U4,1999
31002799,542031,4936215,BWC,4,U4,1999
31002800,542288,4935948,BWC,4,U4,1999
31002801,542478,4935912,BWC,4,U4,1999
31002802,542276,4935854,BWC,4,U4,1999
31002803,543027,4935763,BWC,4,U4,1999
31002805,542582,4935603,BWC,4,U4,1999
31002806,542881,4935512,BWC,4,U4,1999
31002807,541583,4935459,BWC,4,U4,1999
31002808,542977,4935462,BWC,4,U4,1999
31002809,539874,4934605,BWC,4,U4,1999
31002810,544675,4934312,BWC,4,U4,1999
31002811,544380,4933906,BWC,4,U4,1999
31002812,545180,4933864,BWC,4,U4,1999
31002813,545178,4933659,BWC,4,U4,1999
31002814,540330,4936807,BWC,4,U4,1999
31002815,540182,4936758,BWC,4,U4,1999
31002816,540734,4936659,BWC,4,U4,1999
31002817,540684,4936604,BWC,4,U4,1999
31002818,536876,4936506,BWC,4,U4,1999
31002819,536625,4936357,BWC,4,U4,1999
31002820,536780,4936158,BWC,4,U4,1999
31002821,540781,4936059,BWC,4,U4,1999
31002822,539384,4935958,BWC,4,U4,1999
31002823,540633,4935955,BWC,4,U4,1999
31002824,540979,4935955,BWC,4,U4,1999
31002825,537329,4935910,BWC,4,U4,1999
31002826,540226,4935854,BWC,4,U4,1999
31002827,540527,4935861,BWC,4,U4,1999
31002828,539727,4935805,BWC,4,U4,1999
31002829,540529,4935803,BWC,4,U4,1999
31002830,540479,4935611,BWC,4,U4,1999
31002831,539931,4935506,BWC,4,U4,1999
31002832,540276,4935454,BWC,4,U4,1999
31002833,540832,4935456,BWC,4,U4,1999
31002834,540025,4935354,BWC,4,U4,1999
31002835,535527,4937958,BWC,4,U4,1999
31002836,539025,4937013,BWC,4,U4,1999
31002837,541128,4936610,BWC,4,U4,1999
31002839,542727,4936312,BWC,4,U4,1999
31002840,542232,4936267,BWC,4,U4,1999
31002841,539729,4936156,BWC,4,U4,1999
31002842,542878,4936058,BWC,4,U4,1999
31002844,542430,4935260,BWC,4,U4,1999
31002845,542933,4935207,BWC,4,U4,1999
31002846,542973,4935203,BWC,4,U4,1999
31002847,541089,4934858,BWC,4,U4,1999
31002848,540826,4934809,BWC,4,U4,1999
31002850,539731,4936956,BWC,4,U4,1999
31002851,536624,4936558,BWC,4,U4,1999
31002852,537129,4936456,BWC,4,U4,1999
31002854,540928,4936161,BWC,4,U4,1999
31002855,539631,4935958,BWC,4,U4,1999
31002856,537377,4935804,BWC,4,U4,1999
31002857,537084,4935763,BWC,4,U4,1999
31002858,539527,4935757,BWC,4,U4,1999
31002859,541026,4935656,BWC,4,U4,1999
31002860,540432,4935455,BWC,4,U4,1999
31002861,538879,4934959,BWC,4,U4,1999
31002862,574974,4918710,BWC,4,L4,1999
31002863,574726,4918261,BWC,4,L4,1999
31002864,574737,4918010,BWC,4,L4,1999
31002865,579126,4915064,BWC,4,L4,1999
31002866,578375,4917813,BWC,4,L4,1999
31002868,578479,4917504,BWC,4,L4,1999
31002870,577378,4915757,BWC,4,L4,1999
31002871,572526,4918457,BWC,4,L4,1999
31002872,572132,4918409,BWC,4,L4,1999
31002873,572130,4918463,BWC,4,L4,1999
31002874,571277,4918512,BWC,4,L4,1999
31002875,571631,4918608,BWC,4,L4,1999
31002876,571330,4918657,BWC,4,L4,1999
31002877,571228,4918708,BWC,4,L4,1999
31002879,571220,4918897,BWC,4,L4,1999
31002880,580983,4912554,BWC,4,L4,1999
31002881,581083,4912560,BWC,4,L4,1999
31002882,577930,4917010,BWC,4,L4,1999
31002883,577533,4916108,BWC,4,L4,1999
31002884,582477,4913563,BWC,4,L4,1999
31002885,582380,4913511,BWC,4,L4,1999
31002886,582580,4913357,BWC,4,L4,1999
31002887,583037,4913254,BWC,4,L4,1999
31002888,583079,4913261,BWC,4,L4,1999
31002889,583129,4913012,BWC,4,L4,1999
31002890,583483,4911957,BWC,4,L4,1999
31002891,584972,4911212,BWC,4,L4,1999
31002892,585544,4910961,BWC,4,L4,1999
31002893,584637,4910908,BWC,4,L4,1999
31002894,584326,4910711,BWC,4,L4,1999
31002895,579155,4917315,BWC,4,L4,1999
31002896,580479,4917207,BWC,4,L4,1999
31002897,580582,4917063,BWC,4,L4,1999
31002898,580022,4916977,BWC,4,L4,1999
31002899,580135,4916955,BWC,4,L4,1999
31002900,579626,4916808,BWC,4,L4,1999
31002901,580279,4916708,BWC,4,L4,1999
31002902,579729,4916646,BWC,4,L4,1999
31002903,579276,4916597,BWC,4,L4,1999
31002904,581135,4916458,BWC,4,L4,1999
31002906,580387,4916407,BWC,4,L4,1999
31002907,580736,4916255,BWC,4,L4,1999
31002908,580577,4916207,BWC,4,L4,1999
31002909,579586,4916146,BWC,4,L4,1999
31002910,580735,4916103,BWC,4,L4,1999
31002911,581234,4916012,BWC,4,L4,1999
31002912,581182,4915956,BWC,4,L4,1999
31002913,580428,4915909,BWC,4,L4,1999
31002914,580981,4915858,BWC,4,L4,1999
31002915,581080,4915856,BWC,4,L4,1999
31002916,581329,4915756,BWC,4,L4,1999
31002917,580730,4915558,BWC,4,L4,1999
31002918,581329,4915406,BWC,4,L4,1999
31002919,582035,4915356,BWC,4,L4,1999
31002920,579982,4915310,BWC,4,L4,1999
31002921,581234,4915208,BWC,4,L4,1999
31002922,581528,4915207,BWC,4,L4,1999
31002923,581130,4915106,BWC,4,L4,1999
31002924,581282,4915059,BWC,4,L4,1999
31002925,581433,4915057,BWC,4,L4,1999
31002926,581076,4915009,BWC,4,L4,1999
31002927,581484,4915003,BWC,4,L4,1999
31002928,580029,4914961,BWC,4,L4,1999
31002929,580935,4914958,BWC,4,L4,1999
31002930,580983,4914906,BWC,4,L4,1999
31002931,579976,4914810,BWC,4,L4,1999
31002932,581027,4914717,BWC,4,L4,1999
31002933,580772,4914610,BWC,4,L4,1999
31002934,580932,4914617,BWC,4,L4,1999
31002935,580986,4914560,BWC,4,L4,1999
31002936,581631,4914555,BWC,4,L4,1999
31002937,580834,4914505,BWC,4,L4,1999
31002938,582084,4914463,BWC,4,L4,1999
31002939,581780,4914410,BWC,4,L4,1999
31002940,581830,4914307,BWC,4,L4,1999
31002941,581880,4914161,BWC,4,L4,1999
31002942,582082,4914162,BWC,4,L4,1999
31002943,580787,4913111,BWC,4,L4,1999
31002944,580283,4913011,BWC,4,L4,1999
31002945,580131,4912954,BWC,4,L4,1999
31002946,580683,4912963,BWC,4,L4,1999
31002947,579588,4912807,BWC,4,L4,1999
31002948,579781,4912757,BWC,4,L4,1999
31002949,579882,4912606,BWC,4,L4,1999
31002950,580029,4912510,BWC,4,L4,1999
31002951,580336,4912459,BWC,4,L4,1999
31002952,579324,4912407,BWC,4,L4,1999
31002953,580731,4912311,BWC,4,L4,1999
31002954,579732,4912210,BWC,4,L4,1999
31002955,579930,4912157,BWC,4,L4,1999
31002956,579933,4912112,BWC,4,L4,1999
31002957,583831,4909509,BWC,4,L4,1999
31002958,584127,4909403,BWC,4,L4,1999
31002959,584178,4909405,BWC,4,L4,1999
31002960,583584,4909206,BWC,4,L4,1999
31002961,584479,4909153,BWC,4,L4,1999
31002962,583935,4909108,BWC,4,L4,1999
31002963,584430,4908910,BWC,4,L4,1999
31002964,584730,4908906,BWC,4,L4,1999
31002965,584680,4908808,BWC,4,L4,1999
31002966,584936,4908810,BWC,4,L4,1999
31002967,584234,4908760,BWC,4,L4,1999
31002968,584132,4908557,BWC,4,L4,1999
31002969,584781,4908456,BWC,4,L4,1999
31002970,574680,4916957,BWC,4,L4,1999
31002971,577832,4916711,BWC,4,L4,1999
31002973,579328,4914012,BWC,4,L4,1999
31002974,582381,4913959,BWC,4,L4,1999
31002975,582479,4913809,BWC,4,L4,1999
31002976,582582,4913461,BWC,4,L4,1999
31002979,583706,4913016,BWC,4,L4,1999
31002980,582781,4912956,BWC,4,L4,1999
31002981,584424,4912146,BWC,4,L4,1999
31002982,584130,4912057,BWC,4,L4,1999
31002983,584934,4911857,BWC,4,L4,1999
31002984,584725,4911822,BWC,4,L4,1999
31002985,584826,4911603,BWC,4,L4,1999
31002986,584980,4911454,BWC,4,L4,1999
31002987,584382,4911259,BWC,4,L4,1999
31002988,584879,4910806,BWC,4,L4,1999
31002989,585030,4910511,BWC,4,L4,1999
31002990,579601,4918002,BWC,4,L4,1999
31002991,579744,4917631,BWC,4,L4,1999
31002992,579842,4917568,BWC,4,L4,1999
31002993,579475,4917463,BWC,4,L4,1999
31002994,579365,4917422,BWC,4,L4,1999
31002995,578952,4917071,BWC,4,L4,1999
31002996,580482,4917005,BWC,4,L4,1999
31002997,579444,4916957,BWC,4,L4,1999
31002998,580433,4916953,BWC,4,L4,1999
31002999,580230,4916656,BWC,4,L4,1999
31003000,578383,4916487,BWC,4,L4,1999
31003001,578272,4916209,BWC,4,L4,1999
31003002,579489,4916172,BWC,4,L4,1999
31003003,578035,4915776,BWC,4,L4,1999
31003004,580032,4915709,BWC,4,L4,1999
31003005,578255,4915673,BWC,4,L4,1999
31003007,579333,4915213,BWC,4,L4,1999
31003008,579681,4915210,BWC,4,L4,1999
31003009,579583,4914759,BWC,4,L4,1999
31003010,581175,4914649,BWC,4,L4,1999
31003011,581036,4914203,BWC,4,L4,1999
31003013,580931,4912763,BWC,4,L4,1999
31003014,580229,4912355,BWC,4,L4,1999
31003015,579279,4912314,BWC,4,L4,1999
