PLOT,Month03_Psum,Month04_Psum,Month05_Psum,Month06_Psum,Month07_Psum,Month08_Psum,Month09_Psum,MAM_Psum,JJAS_Psum,Month03_dailymeanP,Month04_dailymeanP,Month05_dailymeanP,Month06_dailymeanP,Month07_dailymeanP,Month08_dailymeanP,Month09_dailymeanP,MAM_dailymeanP,JJAS_dailymeanP,Month03_dailymeanT,Month04_dailymeanT,Month05_dailymeanT,Month06_dailymeanT,Month07_dailymeanT,Month08_dailymeanT,Month09_dailymeanT,MAM_dailymeanT,JJAS_dailymeanT
31005363,44.52,108.16,81.16,254.4,94.53,173.33,109.36,233.85,416.72,1.44,3.61,2.62,8.48,3.05,5.59,3.65,2.54,4.53,-3.42,7.07,11.99,20.45,23.86,20.81,17.6,5.19,14.75
31005364,44.52,108.16,81.16,254.4,94.53,173.33,109.36,233.85,416.72,1.44,3.61,2.62,8.48,3.05,5.59,3.65,2.54,4.53,-3.42,7.07,11.99,20.45,23.86,20.81,17.6,5.19,14.75
31005365,44.52,108.16,81.16,254.4,94.53,173.33,109.36,233.85,416.72,1.44,3.61,2.62,8.48,3.05,5.59,3.65,2.54,4.53,-3.42,7.07,11.99,20.45,23.86,20.81,17.6,5.19,14.75
31005366,44.52,108.16,81.16,254.4,94.53,173.33,109.36,233.85,416.72,1.44,3.61,2.62,8.48,3.05,5.59,3.65,2.54,4.53,-3.42,7.07,11.99,20.45,23.86,20.81,17.6,5.19,14.75
31005368,42.43,112.39,79.93,235.05,81.45,137.18,101.89,234.75,394.91,1.37,3.75,2.58,7.83,2.63,4.43,3.4,2.55,4.29,-2.91,7.32,12.25,20.67,24.18,21.3,18.04,5.53,14.99
31005369,42.43,112.39,79.93,235.05,81.45,137.18,101.89,234.75,394.91,1.37,3.75,2.58,7.83,2.63,4.43,3.4,2.55,4.29,-2.91,7.32,12.25,20.67,24.18,21.3,18.04,5.53,14.99
31005370,41.59,116.53,86.13,232.7,77.22,125.66,103.9,244.25,404.95,1.34,3.88,2.78,7.76,2.49,4.05,3.46,2.65,4.4,-3.46,6.92,11.89,20.33,23.77,20.72,17.49,5.1,14.64
31006798,75.27,39.84,281.34,135.98,108.8,76.84,111.05,396.45,698.66,2.43,1.33,9.08,4.53,3.51,2.48,3.7,4.31,7.59,2.16,8.62,13,18.06,20.96,17.89,18.72,7.92,14.65
31006799,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006800,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006801,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006802,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006803,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006804,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006805,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006806,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006807,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006808,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006809,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006810,68.24,38.84,267.6,144.69,102.24,71.68,115.03,374.68,679.89,2.2,1.29,8.63,4.82,3.3,2.31,3.83,4.07,7.39,1.91,8.48,12.89,17.87,20.78,17.78,18.56,7.75,14.51
31006811,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006812,68.24,38.84,267.6,144.69,102.24,71.68,115.03,374.68,679.89,2.2,1.29,8.63,4.82,3.3,2.31,3.83,4.07,7.39,1.91,8.48,12.89,17.87,20.78,17.78,18.56,7.75,14.51
31006813,68.24,38.84,267.6,144.69,102.24,71.68,115.03,374.68,679.89,2.2,1.29,8.63,4.82,3.3,2.31,3.83,4.07,7.39,1.91,8.48,12.89,17.87,20.78,17.78,18.56,7.75,14.51
31006814,75.92,43.51,272.12,120.88,125.89,81.55,106.1,391.55,665.12,2.45,1.45,8.78,4.03,4.06,2.63,3.54,4.26,7.23,2.19,8.61,13.01,18.16,21.05,17.97,18.76,7.93,14.69
31006815,75.92,43.51,272.12,120.88,125.89,81.55,106.1,391.55,665.12,2.45,1.45,8.78,4.03,4.06,2.63,3.54,4.26,7.23,2.19,8.61,13.01,18.16,21.05,17.97,18.76,7.93,14.69
31006816,75.92,43.51,272.12,120.88,125.89,81.55,106.1,391.55,665.12,2.45,1.45,8.78,4.03,4.06,2.63,3.54,4.26,7.23,2.19,8.61,13.01,18.16,21.05,17.97,18.76,7.93,14.69
31006817,77.11,41.35,270.07,127.64,114.17,78.29,109.8,388.54,667.79,2.49,1.38,8.71,4.25,3.68,2.53,3.66,4.22,7.26,2.33,8.77,13.08,18.19,21.11,18.03,18.87,8.05,14.75
31006818,77.11,41.35,270.07,127.64,114.17,78.29,109.8,388.54,667.79,2.49,1.38,8.71,4.25,3.68,2.53,3.66,4.22,7.26,2.33,8.77,13.08,18.19,21.11,18.03,18.87,8.05,14.75
31006819,75.27,39.84,281.34,135.98,108.8,76.84,111.05,396.45,698.66,2.43,1.33,9.08,4.53,3.51,2.48,3.7,4.31,7.59,2.16,8.62,13,18.06,20.96,17.89,18.72,7.92,14.65
31006820,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006821,75.27,39.84,281.34,135.98,108.8,76.84,111.05,396.45,698.66,2.43,1.33,9.08,4.53,3.51,2.48,3.7,4.31,7.59,2.16,8.62,13,18.06,20.96,17.89,18.72,7.92,14.65
31006822,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006823,75.27,39.84,281.34,135.98,108.8,76.84,111.05,396.45,698.66,2.43,1.33,9.08,4.53,3.51,2.48,3.7,4.31,7.59,2.16,8.62,13,18.06,20.96,17.89,18.72,7.92,14.65
31006824,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006825,75.27,39.84,281.34,135.98,108.8,76.84,111.05,396.45,698.66,2.43,1.33,9.08,4.53,3.51,2.48,3.7,4.31,7.59,2.16,8.62,13,18.06,20.96,17.89,18.72,7.92,14.65
31006826,75.27,39.84,281.34,135.98,108.8,76.84,111.05,396.45,698.66,2.43,1.33,9.08,4.53,3.51,2.48,3.7,4.31,7.59,2.16,8.62,13,18.06,20.96,17.89,18.72,7.92,14.65
31006827,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006828,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006829,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006831,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006832,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006833,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006834,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006835,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006836,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006837,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006838,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006839,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006840,75.94,40.05,277.86,145.45,100.47,76.93,111.58,393.85,701.17,2.45,1.33,8.96,4.85,3.24,2.48,3.72,4.28,7.62,2.42,8.88,13.21,18.26,21.08,18.13,18.91,8.16,14.86
31006841,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006842,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006843,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006844,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006845,68.24,38.84,267.6,144.69,102.24,71.68,115.03,374.68,679.89,2.2,1.29,8.63,4.82,3.3,2.31,3.83,4.07,7.39,1.91,8.48,12.89,17.87,20.78,17.78,18.56,7.75,14.51
31006846,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006847,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006848,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006849,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006850,68.24,38.84,267.6,144.69,102.24,71.68,115.03,374.68,679.89,2.2,1.29,8.63,4.82,3.3,2.31,3.83,4.07,7.39,1.91,8.48,12.89,17.87,20.78,17.78,18.56,7.75,14.51
31006851,68.24,38.84,267.6,144.69,102.24,71.68,115.03,374.68,679.89,2.2,1.29,8.63,4.82,3.3,2.31,3.83,4.07,7.39,1.91,8.48,12.89,17.87,20.78,17.78,18.56,7.75,14.51
31006852,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006853,73.89,40.28,271.22,150.24,95.07,75.65,112.27,385.4,692.68,2.38,1.34,8.75,5.01,3.07,2.44,3.74,4.19,7.53,2,8.65,12.98,17.92,20.81,17.82,18.62,7.87,14.59
31006854,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006855,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006856,69.45,39.26,266.57,144.93,103.41,71.13,114,375.28,678.07,2.24,1.31,8.6,4.83,3.34,2.29,3.8,4.08,7.37,2.48,8.95,13.2,18.29,21.08,18.15,18.92,8.2,14.86
31006857,68.24,38.84,267.6,144.69,102.24,71.68,115.03,374.68,679.89,2.2,1.29,8.63,4.82,3.3,2.31,3.83,4.07,7.39,1.91,8.48,12.89,17.87,20.78,17.78,18.56,7.75,14.51
31006858,68.24,38.84,267.6,144.69,102.24,71.68,115.03,374.68,679.89,2.2,1.29,8.63,4.82,3.3,2.31,3.83,4.07,7.39,1.91,8.48,12.89,17.87,20.78,17.78,18.56,7.75,14.51
31006859,68.24,38.84,267.6,144.69,102.24,71.68,115.03,374.68,679.89,2.2,1.29,8.63,4.82,3.3,2.31,3.83,4.07,7.39,1.91,8.48,12.89,17.87,20.78,17.78,18.56,7.75,14.51
31007415,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007416,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007417,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007418,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007419,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007420,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007421,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007422,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007423,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007424,62.51,42.86,90.75,118.51,58.75,123.48,151.65,196.12,300.01,2.02,1.43,2.93,3.95,1.9,3.98,5.06,2.13,3.26,-0.79,10.35,12.65,22.38,23.17,21.03,18.65,7.37,15.82
31007427,62.51,42.86,90.75,118.51,58.75,123.48,151.65,196.12,300.01,2.02,1.43,2.93,3.95,1.9,3.98,5.06,2.13,3.26,-0.79,10.35,12.65,22.38,23.17,21.03,18.65,7.37,15.82
31007428,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007430,48.8,40.52,85.87,99.54,38.44,111.13,150.64,175.2,271.28,1.57,1.35,2.77,3.32,1.24,3.58,5.02,1.9,2.95,-1.06,10.1,12.53,22.24,23.01,20.74,18.4,7.16,15.69
31007431,48.8,40.52,85.87,99.54,38.44,111.13,150.64,175.2,271.28,1.57,1.35,2.77,3.32,1.24,3.58,5.02,1.9,2.95,-1.06,10.1,12.53,22.24,23.01,20.74,18.4,7.16,15.69
31007432,48.8,40.52,85.87,99.54,38.44,111.13,150.64,175.2,271.28,1.57,1.35,2.77,3.32,1.24,3.58,5.02,1.9,2.95,-1.06,10.1,12.53,22.24,23.01,20.74,18.4,7.16,15.69
31007433,48.8,40.52,85.87,99.54,38.44,111.13,150.64,175.2,271.28,1.57,1.35,2.77,3.32,1.24,3.58,5.02,1.9,2.95,-1.06,10.1,12.53,22.24,23.01,20.74,18.4,7.16,15.69
31007434,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007435,48.8,40.52,85.87,99.54,38.44,111.13,150.64,175.2,271.28,1.57,1.35,2.77,3.32,1.24,3.58,5.02,1.9,2.95,-1.06,10.1,12.53,22.24,23.01,20.74,18.4,7.16,15.69
31007436,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007437,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007438,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007439,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007440,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007441,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007442,51.02,41.74,90.93,90.17,42.81,113.73,149.3,183.69,272.02,1.65,1.39,2.93,3.01,1.38,3.67,4.98,2,2.96,-0.85,10.23,12.67,22.38,23.16,20.98,18.61,7.32,15.84
31007444,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007445,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007446,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007447,62.51,42.86,90.75,118.51,58.75,123.48,151.65,196.12,300.01,2.02,1.43,2.93,3.95,1.9,3.98,5.06,2.13,3.26,-0.79,10.35,12.65,22.38,23.17,21.03,18.65,7.37,15.82
31007448,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007449,62.51,42.86,90.75,118.51,58.75,123.48,151.65,196.12,300.01,2.02,1.43,2.93,3.95,1.9,3.98,5.06,2.13,3.26,-0.79,10.35,12.65,22.38,23.17,21.03,18.65,7.37,15.82
31007450,62.51,42.86,90.75,118.51,58.75,123.48,151.65,196.12,300.01,2.02,1.43,2.93,3.95,1.9,3.98,5.06,2.13,3.26,-0.79,10.35,12.65,22.38,23.17,21.03,18.65,7.37,15.82
31007451,57.36,43.14,94.67,96.79,50.06,118.99,150.26,195.17,286.12,1.85,1.44,3.05,3.23,1.61,3.84,5.01,2.12,3.11,-1.33,10.07,12.5,22.09,22.84,20.7,18.33,7.05,15.63
31007452,62.51,42.86,90.75,118.51,58.75,123.48,151.65,196.12,300.01,2.02,1.43,2.93,3.95,1.9,3.98,5.06,2.13,3.26,-0.79,10.35,12.65,22.38,23.17,21.03,18.65,7.37,15.82
31007453,62.51,42.86,90.75,118.51,58.75,123.48,151.65,196.12,300.01,2.02,1.43,2.93,3.95,1.9,3.98,5.06,2.13,3.26,-0.79,10.35,12.65,22.38,23.17,21.03,18.65,7.37,15.82
31007454,62.51,42.86,90.75,118.51,58.75,123.48,151.65,196.12,300.01,2.02,1.43,2.93,3.95,1.9,3.98,5.06,2.13,3.26,-0.79,10.35,12.65,22.38,23.17,21.03,18.65,7.37,15.82
31007865,65.95,60.46,109.66,79.88,90.01,149.95,116.03,236.06,299.19,2.13,2.02,3.54,2.66,2.9,4.84,3.87,2.57,3.25,0.63,11.08,14.92,20.36,24.34,21.72,14.82,8.85,16.69
31007866,66.84,59.63,108.35,81.48,97.12,150.23,109.51,234.82,298.18,2.16,1.99,3.5,2.72,3.13,4.85,3.65,2.55,3.24,0.33,10.86,14.79,20.07,24.15,21.47,14.6,8.63,16.51
31007867,66.84,59.63,108.35,81.48,97.12,150.23,109.51,234.82,298.18,2.16,1.99,3.5,2.72,3.13,4.85,3.65,2.55,3.24,0.33,10.86,14.79,20.07,24.15,21.47,14.6,8.63,16.51
31007868,68.23,54.49,103.41,85.27,94.39,141.44,108.96,226.13,292.09,2.2,1.82,3.34,2.84,3.04,4.56,3.63,2.46,3.17,0.73,11.12,14.92,20.37,24.46,21.79,14.88,8.9,16.7
31007869,67.99,54.93,100.54,90.96,101.2,140.11,106.63,223.47,292.05,2.19,1.83,3.24,3.03,3.26,4.52,3.55,2.43,3.17,0.28,10.72,14.71,19.98,24.11,21.43,14.57,8.55,16.43
31007870,68.23,54.49,103.41,85.27,94.39,141.44,108.96,226.13,292.09,2.2,1.82,3.34,2.84,3.04,4.56,3.63,2.46,3.17,0.73,11.12,14.92,20.37,24.46,21.79,14.88,8.9,16.7
31007871,60.12,59.21,110.7,65.02,100.78,158.45,113.81,230.03,286.42,1.94,1.97,3.57,2.17,3.25,5.11,3.79,2.5,3.11,0.47,10.88,14.82,20.23,24.29,21.62,14.67,8.7,16.58
31007872,62.61,62.03,104.32,65.16,92.33,153.64,116.25,228.95,273.8,2.02,2.07,3.37,2.17,2.98,4.96,3.87,2.49,2.98,0.56,10.95,14.88,20.36,24.36,21.7,14.76,8.77,16.67
31007873,60.12,59.21,110.7,65.02,100.78,158.45,113.81,230.03,286.42,1.94,1.97,3.57,2.17,3.25,5.11,3.79,2.5,3.11,0.47,10.88,14.82,20.23,24.29,21.62,14.67,8.7,16.58
31007874,62.61,62.03,104.32,65.16,92.33,153.64,116.25,228.95,273.8,2.02,2.07,3.37,2.17,2.98,4.96,3.87,2.49,2.98,0.56,10.95,14.88,20.36,24.36,21.7,14.76,8.77,16.67
31007875,62.61,62.03,104.32,65.16,92.33,153.64,116.25,228.95,273.8,2.02,2.07,3.37,2.17,2.98,4.96,3.87,2.49,2.98,0.56,10.95,14.88,20.36,24.36,21.7,14.76,8.77,16.67
31007876,65.95,60.46,109.66,79.88,90.01,149.95,116.03,236.06,299.19,2.13,2.02,3.54,2.66,2.9,4.84,3.87,2.57,3.25,0.63,11.08,14.92,20.36,24.34,21.72,14.82,8.85,16.69
31007877,64.52,61.21,106.32,74.75,90.81,148.79,121.67,232.05,287.39,2.08,2.04,3.43,2.49,2.93,4.8,4.06,2.52,3.12,0.42,10.85,14.78,20.13,24.2,21.52,14.65,8.66,16.52
31007878,65.95,60.46,109.66,79.88,90.01,149.95,116.03,236.06,299.19,2.13,2.02,3.54,2.66,2.9,4.84,3.87,2.57,3.25,0.63,11.08,14.92,20.36,24.34,21.72,14.82,8.85,16.69
31007879,65.95,60.46,109.66,79.88,90.01,149.95,116.03,236.06,299.19,2.13,2.02,3.54,2.66,2.9,4.84,3.87,2.57,3.25,0.63,11.08,14.92,20.36,24.34,21.72,14.82,8.85,16.69
31007880,64.52,61.21,106.32,74.75,90.81,148.79,121.67,232.05,287.39,2.08,2.04,3.43,2.49,2.93,4.8,4.06,2.52,3.12,0.42,10.85,14.78,20.13,24.2,21.52,14.65,8.66,16.52
31007881,65.95,60.46,109.66,79.88,90.01,149.95,116.03,236.06,299.19,2.13,2.02,3.54,2.66,2.9,4.84,3.87,2.57,3.25,0.63,11.08,14.92,20.36,24.34,21.72,14.82,8.85,16.69
31007882,65.95,60.46,109.66,79.88,90.01,149.95,116.03,236.06,299.19,2.13,2.02,3.54,2.66,2.9,4.84,3.87,2.57,3.25,0.63,11.08,14.92,20.36,24.34,21.72,14.82,8.85,16.69
