"","Row.names","PLOT","EASTING","NORTHING","AQUATICAREA","STRATUM","OLDPOOLNAME","POOL","YEAR","y"
"1","100",31002046,544073,4934111,"P04_CFL_15","BWC",4,"U4",1998,"2"
"2","10002",32009177,640705,4830004,"P08_CFL_342","IMP",8,"8",2007,"2"
"3","10004",32009179,640656,4829813,"P08_CFL_342","IMP",8,"8",2007,"2"
"4","10012",32009187,643300,4828910,"P08_CFL_339","IMP",8,"8",2007,"1"
"5","10014",32009189,641808,4828617,"P08_CFL_342","IMP",8,"8",2007,"2"
"6","1002",31004060,583628,4911661,"P04_USCB_11","MBC",4,"L4",2001,"2"
"7","10021",32009197,643205,4837261,"P08_CFL_27","IMP",8,"8",2007,"2"
"8","10022",32009199,640556,4836612,"P08_CFL_343","IMP",8,"8",2007,"2"
"9","10023",32009200,643303,4836069,"P08_CFL_27","IMP",8,"8",2007,"2"
"10","10025",32009202,639556,4830017,"P08_CFL_340","IMP",8,"8",2007,"2"
"11","10026",32009203,640956,4828510,"P08_CFL_340","IMP",8,"8",2007,"2"
"12","10027",32009204,641661,4827865,"P08_SC_1","IMP",8,"8",2007,"1"
"13","10028",32009205,642302,4827215,"P08_CFL_338","IMP",8,"8",2007,"2"
"14","1003",31004061,583183,4911408,"P04_SC_27","MBC",4,"L4",2001,"2"
"15","10031",32009228,639763,4840366,"P08_CFL_76","MBC",8,"8",2008,"2"
"16","10044",32009241,640756,4844318,"P08_SC_9","MBC",8,"8",2008,"2"
"17","10047",32009244,640704,4843914,"P08_SCB_26","MBC",8,"8",2008,"2"
"18","10048",32009245,640751,4843807,"P08_SC_9","MBC",8,"8",2008,"2"
"19","10055",32009252,639754,4840213,"P08_SCB_25","MBC",8,"8",2008,"2"
"20","10056",32009253,639756,4840158,"P08_SCB_25","MBC",8,"8",2008,"2"
"21","10060",32009257,639952,4837515,"P08_SCB_25","MBC",8,"8",2008,"2"
"22","10061",32009258,639598,4837462,"P08_SCB_22","MBC",8,"8",2008,"2"
"23","10062",32009259,640405,4836467,"P08_SCB_24","MBC",8,"8",2008,"2"
"24","10064",32009261,640759,4836216,"P08_SCB_24","MBC",8,"8",2008,"2"
"25","10065",32009262,641058,4836213,"P08_USCB_9","MBC",8,"8",2008,"2"
"26","10066",32009263,641604,4835413,"P08_SCB_21","MBC",8,"8",2008,"2"
"27","10067",32009264,641604,4835011,"P08_SCB_21","MBC",8,"8",2008,"2"
"28","10068",32009265,641605,4834815,"P08_USCB_5","MBC",8,"8",2008,"2"
"29","10069",32009266,641599,4834760,"P08_USCB_5","MBC",8,"8",2008,"2"
"30","10071",32009268,643115,4832563,"P08_USCB_3","MBC",8,"8",2008,"2"
"31","10073",32009270,642553,4826616,"P08_CFL_338","MBC",8,"8",2008,"2"
"32","10074",32009271,639652,4851515,"P08_SCB_29","MBC",8,"8",2008,"2"
"33","10080",32009277,638356,4854361,"P08_SCB_30","MBC",8,"8",2008,"2"
"34","10081",32009278,638453,4854257,"P08_SCB_30","MBC",8,"8",2008,"2"
"35","10084",32009281,640114,4851865,"P08_USCB_13","MBC",8,"8",2008,"2"
"36","10085",32009282,639606,4851469,"P08_SCB_29","MBC",8,"8",2008,"2"
"37","10088",32009285,641602,4848561,"P08_SCB_26","MBC",8,"8",2008,"2"
"38","10089",32009286,640753,4847018,"P08_SCB_28","MBC",8,"8",2008,"2"
"39","10094",32009291,639553,4838163,"P08_SCB_25","MBC",8,"8",2008,"2"
"40","10095",32009292,639957,4837610,"P08_SCB_25","MBC",8,"8",2008,"2"
"41","10096",32009293,639999,4837556,"P08_SCB_25","MBC",8,"8",2008,"2"
"42","10097",32009294,642506,4826812,"P08_CFL_338","MBC",8,"8",2008,"2"
"43","10098",32009295,641502,4835571,"P08_SCB_21","MBC",8,"8",2008,"2"
"44","101",31002047,544729,4933806,"P04_CFL_15","BWC",4,"U4",1998,"2"
"45","10101",32009298,642244,4847705,"P08_SC_11","SC",8,"8",2008,"2"
"46","10102",32009299,640946,4847659,"P08_TSC_12","SC",8,"8",2008,"2"
"47","10103",32009300,640851,4847517,"P08_TSC_12","SC",8,"8",2008,"2"
"48","10104",32009301,643000,4847204,"P08_TSC_82","SC",8,"8",2008,"2"
"49","10105",32009302,641502,4846809,"P08_CFL_264","SC",8,"8",2008,"2"
"50","10106",32009303,641405,4846160,"P08_CFL_247","SC",8,"8",2008,"2"
"51","10107",32009304,641210,4846011,"P08_SC_10","SC",8,"8",2008,"2"
"52","10108",32009305,642155,4845966,"P08_CFL_231","SC",8,"8",2008,"2"
"53","10112",32009309,642200,4845353,"P08_TSC_80","SC",8,"8",2008,"2"
"54","10119",32009316,643950,4843870,"P08_SC_8","SC",8,"8",2008,"2"
"55","10122",32009319,641507,4842260,"P08_SC_11","SC",8,"8",2008,"2"
"56","10123",32009320,642048,4841761,"P08_TSC_50","SC",8,"8",2008,"2"
"57","10125",32009322,641749,4841360,"P08_SC_11","SC",8,"8",2008,"2"
"58","10126",32009323,641296,4841060,"P08_SC_4","SC",8,"8",2008,"1"
"59","1013",31004071,572479,4918055,"P04_USCB_13","MBC",4,"L4",2001,"2"
"60","10134",32009331,641458,4848865,"P08_SC_13","SC",8,"8",2008,"2"
"61","10136",32009333,643598,4845566,"P08_TSC_69","SC",8,"8",2008,"2"
"62","10137",32009334,641504,4844165,"P08_CFL_177","SC",8,"8",2008,"2"
"63","10140",32009337,641663,4842060,"P08_SC_11","SC",8,"8",2008,"2"
"64","10141",32009338,641959,4841812,"P08_TSC_50","SC",8,"8",2008,"2"
"65","10142",32009339,639353,4841459,"P08_CFL_224","SC",8,"8",2008,"2"
"66","10143",32009341,642504,4841414,"P08_CFL_113","SC",8,"8",2008,"2"
"67","10146",32009345,640354,4840458,"P08_CFL_84","SC",8,"8",2008,"2"
"68","10147",32009346,640608,4840113,"P08_SC_5","SC",8,"8",2008,"2"
"69","10148",32009347,639758,4838505,"P08_CFL_41","SC",8,"8",2008,"2"
"70","10149",32009348,639896,4838413,"P08_SC_2","SC",8,"8",2008,"2"
"71","10150",32009349,642053,4849202,"P08_TSC_70","SC",8,"8",2008,"2"
"72","10151",32009350,642300,4848861,"P08_TSC_70","SC",8,"8",2008,"2"
"73","10152",32009352,641054,4842111,"P08_CFL_128","SC",8,"8",2008,"2"
"74","10153",32009353,642651,4837412,"P08_TSC_29","SC",8,"8",2008,"1"
"75","10154",32009354,639512,4834907,"P08_SC_1","SC",8,"8",2008,"2"
"76","10157",32009357,643155,4839510,"P08_CFL_343","SC",8,"8",2008,"2"
"77","10158",32009358,642302,4834664,"P08_CFL_349","SC",8,"8",2008,"2"
"78","10159",32009359,642101,4834419,"P08_CFL_349","SC",8,"8",2008,"2"
"79","1016",31004074,573462,4917066,"P04_SCB_23","MBC",4,"L4",2001,"2"
"80","10162",32009362,639557,4848615,"P08_CFL_291","BWC",8,"8",2008,"2"
"81","10163",32009363,640298,4848060,"P08_CFL_291","BWC",8,"8",2008,"2"
"82","10164",32009364,644200,4845510,"P08_CFL_238","BWC",8,"8",2008,"2"
"83","10165",32009365,641752,4844651,"P08_CFL_228","BWC",8,"8",2008,"2"
"84","10166",32009366,641812,4844363,"P08_CFL_228","BWC",8,"8",2008,"2"
"85","10167",32009367,644313,4843358,"P08_CFL_162","BWC",8,"8",2008,"2"
"86","10169",32009369,641902,4848512,"P08_CFL_286","BWC",8,"8",2008,"2"
"87","10170",32009371,644306,4845711,"P08_CFL_238","BWC",8,"8",2008,"2"
"88","10171",32009372,644350,4845501,"P08_CFL_238","BWC",8,"8",2008,"2"
"89","10172",32009373,643855,4842360,"P08_SC_6","BWC",8,"8",2008,"2"
"90","10173",32009375,644305,4843169,"P08_CFL_142","BWC",8,"8",2008,"2"
"91","10174",32009376,644105,4842113,"P08_CFL_119","BWC",8,"8",2008,"2"
"92","10175",32009377,640203,4839761,"P08_CFL_56","BWC",8,"8",2008,"2"
"93","10176",32009378,640059,4835711,"P08_CFL_337","BWC",8,"8",2008,"2"
"94","10177",32009379,640305,4836059,"P08_CFL_337","BWC",8,"8",2008,"2"
"95","10178",32009380,642459,4840563,"P08_CFL_92","BWC",8,"8",2008,"2"
"96","10180",32009382,638752,4857466,"P08_CFL_335","BWC",8,"8",2008,"2"
"97","10181",32009384,643103,4846814,"P08_TSC_82","BWC",8,"8",2008,"2"
"98","10182",32009385,643197,4842407,"P08_CFL_159","BWC",8,"8",2008,"2"
"99","10183",32009386,642301,4841509,"P08_CFL_113","BWC",8,"8",2008,"2"
"100","10184",32009387,643898,4841009,"P08_CFL_119","BWC",8,"8",2008,"2"
"101","10185",32009388,641053,4840963,"P08_CFL_89","BWC",8,"8",2008,"2"
"102","10186",32009389,643759,4840964,"P08_CFL_119","BWC",8,"8",2008,"2"
"103","10187",32009390,641307,4840757,"P08_CFL_89","BWC",8,"8",2008,"2"
"104","10188",32009391,642203,4840617,"P08_TSC_39","BWC",8,"8",2008,"2"
"105","10189",32009392,640205,4839363,"P08_CFL_56","BWC",8,"8",2008,"2"
"106","10190",32009393,639508,4835654,"P08_SC_1","BWC",8,"8",2008,"2"
"107","10191",32009394,640660,4835964,"P08_CFL_337","BWC",8,"8",2008,"2"
"108","10192",32009395,641908,4842468,"P08_CFL_122","BWC",8,"8",2008,"2"
"109","10193",32009396,640454,4842164,"P08_CFL_118","BWC",8,"8",2008,"2"
"110","10194",32009397,642051,4841564,"P08_CFL_113","BWC",8,"8",2008,"2"
"111","10195",32009398,642411,4841417,"P08_SC_11","BWC",8,"8",2008,"2"
"112","10196",32009399,641505,4841120,"P08_SC_11","BWC",8,"8",2008,"2"
"113","10197",32009400,641505,4841064,"P08_CFL_103","BWC",8,"8",2008,"2"
"114","10198",32009401,640950,4840913,"P08_TSC_43","BWC",8,"8",2008,"2"
"115","10199",32009402,639900,4840666,"P08_CFL_77","BWC",8,"8",2008,"2"
"116","102",31002048,544326,4933760,"P04_CFL_15","BWC",4,"U4",1998,"2"
"117","10200",32009403,640153,4839254,"P08_CFL_56","BWC",8,"8",2008,"2"
"118","10202",32009405,638852,4857604,"P08_CFL_335","BWC",8,"8",2008,"2"
"119","10203",32009406,638964,4856962,"P08_CFL_335","BWC",8,"8",2008,"2"
"120","10204",32009407,638857,4856911,"P08_CFL_335","BWC",8,"8",2008,"2"
"121","10207",32009410,639155,4854267,"P08_CFL_305","BWC",8,"8",2008,"2"
"122","10208",32009411,639695,4852152,"P08_CFL_300","BWC",8,"8",2008,"2"
"123","10209",32009412,639655,4851810,"P08_CFL_300","BWC",8,"8",2008,"2"
"124","10210",32009413,640748,4847767,"P08_CFL_291","BWC",8,"8",2008,"2"
"125","10211",32009414,641557,4846356,"P08_CFL_247","BWC",8,"8",2008,"2"
"126","10212",32009415,643303,4845765,"P08_CFL_219","BWC",8,"8",2008,"2"
"127","10213",32009416,643455,4845506,"P08_CFL_210","BWC",8,"8",2008,"2"
"128","10214",32009417,643059,4845411,"P08_CFL_206","BWC",8,"8",2008,"2"
"129","10215",32009418,644006,4845259,"P08_CFL_238","BWC",8,"8",2008,"2"
"130","10216",32009419,641615,4845209,"","BWC",8,"8",2008,"2"
"131","10217",32009420,642508,4845220,"","BWC",8,"8",2008,"2"
"132","10218",32009421,643652,4844815,"P08_CFL_194","BWC",8,"8",2008,"2"
"133","10219",32009422,642317,4844726,"P08_CFL_212","BWC",8,"8",2008,"2"
"134","10220",32009423,642311,4843415,"P08_TSC_55","BWC",8,"8",2008,"2"
"135","10221",32009424,641202,4843109,"P08_CFL_147","BWC",8,"8",2008,"2"
"136","10222",32009425,643348,4842565,"P08_CFL_159","BWC",8,"8",2008,"2"
"137","10223",32009426,643604,4842213,"P08_CFL_123","BWC",8,"8",2008,"2"
"138","10224",32009427,643604,4841976,"P08_TSC_49","BWC",8,"8",2008,"2"
"139","10225",32009428,641701,4841908,"P08_SC_11","BWC",8,"8",2008,"2"
"140","10226",32009429,642004,4841914,"P08_CFL_122","BWC",8,"8",2008,"2"
"141","10227",32009430,640707,4841709,"P08_CFL_128","BWC",8,"8",2008,"2"
"142","10228",32009431,643504,4841657,"P08_CFL_119","BWC",8,"8",2008,"2"
"143","10229",32009432,640899,4841502,"P08_CFL_102","BWC",8,"8",2008,"2"
"144","10230",32009433,641501,4841314,"P08_CFL_103","BWC",8,"8",2008,"2"
"145","10231",32009434,641400,4841216,"P08_CFL_104","BWC",8,"8",2008,"2"
"146","10232",32009436,640654,4840762,"P08_CFL_87","BWC",8,"8",2008,"2"
"147","10233",32009437,640208,4838862,"P08_CFL_42","BWC",8,"8",2008,"2"
"148","10234",32009438,640153,4837906,"P08_CFL_32","BWC",8,"8",2008,"2"
"149","10235",32009439,640053,4845308,"P08_CFL_224","BWC",8,"8",2008,"2"
"150","10236",32009440,640056,4845101,"P08_CFL_224","BWC",8,"8",2008,"2"
"151","10237",32009441,639463,4845370,"P08_CFL_224","BWC",8,"8",2008,"2"
"152","10238",32009442,639204,4844864,"P08_CFL_224","BWC",8,"8",2008,"2"
"153","10239",32009446,639253,4844211,"P08_CFL_224","BWC",8,"8",2008,"2"
"154","10240",32009447,639353,4844110,"P08_CFL_224","BWC",8,"8",2008,"2"
"155","10241",32009448,639556,4842913,"P08_CFL_224","BWC",8,"8",2008,"2"
"156","10242",32009449,639703,4842863,"P08_CFL_224","BWC",8,"8",2008,"2"
"157","10243",32009451,640059,4844007,"P08_CFL_224","BWC",8,"8",2008,"2"
"158","10244",32009452,639902,4843860,"P08_CFL_224","BWC",8,"8",2008,"2"
"159","10245",32009453,639446,4843767,"P08_CFL_224","BWC",8,"8",2008,"2"
"160","10246",32009454,639543,4843515,"P08_CFL_224","BWC",8,"8",2008,"2"
"161","10247",32009456,639355,4841858,"P08_CFL_224","BWC",8,"8",2008,"2"
"162","10248",32009457,640107,4843959,"P08_CFL_224","BWC",8,"8",2008,"2"
"163","10249",32009458,639955,4843609,"P08_CFL_224","BWC",8,"8",2008,"2"
"164","10250",32009459,639911,4843315,"P08_CFL_224","BWC",8,"8",2008,"2"
"165","10251",32009460,639699,4842507,"P08_CFL_224","BWC",8,"8",2008,"2"
"166","10252",32009461,639407,4842361,"P08_CFL_224","BWC",8,"8",2008,"2"
"167","10253",32009462,639354,4841713,"P08_CFL_224","BWC",8,"8",2008,"2"
"168","10254",32009463,641407,4840317,"P08_CFL_75","BWC",8,"8",2008,"2"
"169","10255",32009464,641349,4840212,"P08_CFL_343","BWC",8,"8",2008,"2"
"170","10256",32009465,643503,4840863,"P08_CFL_119","BWC",8,"8",2008,"2"
"171","10257",32009466,643651,4840714,"P08_CFL_119","BWC",8,"8",2008,"2"
"172","10259",32009468,642109,4840311,"P08_CFL_66","BWC",8,"8",2008,"2"
"173","10260",32009469,642652,4840218,"P08_SC_11","BWC",8,"8",2008,"2"
"174","10262",32009471,639547,4833419,"P08_CFL_17","IMP",8,"8",2008,"2"
"175","10263",32009472,639259,4832808,"P08_CFL_17","IMP",8,"8",2008,"2"
"176","10264",32009473,639606,4834011,"P08_CFL_350","IMP",8,"8",2008,"2"
"177","10265",32009474,639706,4833809,"P08_CFL_350","IMP",8,"8",2008,"2"
"178","10266",32009475,639705,4833710,"P08_CFL_17","IMP",8,"8",2008,"2"
"179","10267",32009476,639759,4833710,"P08_CFL_350","IMP",8,"8",2008,"2"
"180","10268",32009477,639755,4833510,"P08_CFL_17","IMP",8,"8",2008,"2"
"181","10269",32009478,643451,4833062,"P08_CFL_349","IMP",8,"8",2008,"2"
"182","10270",32009479,639652,4833008,"P08_CFL_17","IMP",8,"8",2008,"2"
"183","10271",32009480,639606,4832858,"P08_CFL_17","IMP",8,"8",2008,"2"
"184","10272",32009481,640057,4829511,"P08_CFL_340","IMP",8,"8",2008,"2"
"185","10273",32009482,640106,4829262,"P08_CFL_340","IMP",8,"8",2008,"2"
"186","10274",32009483,640202,4829261,"P08_CFL_340","IMP",8,"8",2008,"2"
"187","10276",32009485,641852,4838915,"P08_CFL_343","IMP",8,"8",2008,"2"
"188","10277",32009486,641452,4838106,"P08_CFL_343","IMP",8,"8",2008,"2"
"189","10278",32009487,641652,4837116,"P08_CFL_343","IMP",8,"8",2008,"2"
"190","10282",32009491,640254,4833211,"P08_SC_1","IMP",8,"8",2008,"2"
"191","10283",32009492,640150,4829910,"P08_CFL_342","IMP",8,"8",2008,"2"
"192","10285",32009494,642504,4827004,"P08_SC_1","IMP",8,"8",2008,"2"
"193","10286",32009495,643104,4839955,"P08_CFL_343","IMP",8,"8",2008,"2"
"194","10287",32009496,643605,4839956,"P08_CFL_343","IMP",8,"8",2008,"2"
"195","10289",32009498,642194,4839803,"P08_CFL_343","IMP",8,"8",2008,"2"
"196","1029",31004087,583085,4912303,"P04_SCB_25","MBC",4,"L4",2001,"2"
"197","10291",32009500,641798,4839611,"P08_CFL_343","IMP",8,"8",2008,"2"
"198","10293",32009502,641449,4839456,"P08_CFL_343","IMP",8,"8",2008,"2"
"199","10294",32009503,642658,4839365,"P08_CFL_343","IMP",8,"8",2008,"2"
"200","10295",32009504,642103,4839210,"P08_CFL_343","IMP",8,"8",2008,"2"
"201","10296",32009505,642698,4839215,"P08_CFL_343","IMP",8,"8",2008,"2"
"202","10297",32009506,641508,4839163,"P08_CFL_343","IMP",8,"8",2008,"2"
"203","10298",32009507,641907,4839117,"P08_CFL_343","IMP",8,"8",2008,"2"
"204","10300",32009509,640851,4838964,"P08_CFL_343","IMP",8,"8",2008,"2"
"205","10302",32009511,643149,4838765,"P08_CFL_343","IMP",8,"8",2008,"2"
"206","10303",32009512,641704,4838613,"P08_CFL_343","IMP",8,"8",2008,"2"
"207","10304",32009513,642005,4838509,"P08_CFL_343","IMP",8,"8",2008,"2"
"208","10305",32009514,643005,4838514,"P08_CFL_343","IMP",8,"8",2008,"2"
"209","10306",32009515,640611,4838461,"P08_CFL_343","IMP",8,"8",2008,"2"
"210","10307",32009516,641949,4838467,"P08_CFL_343","IMP",8,"8",2008,"2"
"211","10309",32009518,642150,4838215,"P08_CFL_343","IMP",8,"8",2008,"2"
"212","10310",32009519,643147,4837905,"P08_CFL_343","IMP",8,"8",2008,"2"
"213","10311",32009520,640853,4837813,"P08_CFL_343","IMP",8,"8",2008,"2"
"214","10313",32009522,640754,4837616,"P08_CFL_343","IMP",8,"8",2008,"2"
"215","10314",32009523,640253,4837562,"P08_CFL_343","IMP",8,"8",2008,"2"
"216","10315",32009524,641451,4837264,"P08_CFL_343","IMP",8,"8",2008,"2"
"217","10316",32009525,640608,4837113,"P08_CFL_343","IMP",8,"8",2008,"2"
"218","10317",32009526,640505,4836964,"P08_CFL_343","IMP",8,"8",2008,"2"
"219","10318",32009527,641007,4836963,"P08_CFL_343","IMP",8,"8",2008,"2"
"220","10319",32009528,641296,4836964,"P08_CFL_343","IMP",8,"8",2008,"2"
"221","1032",31004090,584027,4911008,"P04_USCB_11","MBC",4,"L4",2001,"2"
"222","10320",32009529,641105,4836914,"P08_CFL_343","IMP",8,"8",2008,"2"
"223","10322",32009531,642706,4836912,"P08_CFL_27","IMP",8,"8",2008,"2"
"224","10323",32009532,640554,4836764,"P08_CFL_343","IMP",8,"8",2008,"2"
"225","10324",32009533,642855,4836753,"P08_CFL_27","IMP",8,"8",2008,"2"
"226","10325",32009534,641209,4836610,"P08_CFL_343","IMP",8,"8",2008,"2"
"227","10326",32009535,641155,4836558,"P08_CFL_343","IMP",8,"8",2008,"2"
"228","10327",32009536,643154,4836556,"P08_CFL_27","IMP",8,"8",2008,"2"
"229","10328",32009537,642804,4836507,"P08_CFL_27","IMP",8,"8",2008,"2"
"230","10329",32009538,643105,4836457,"P08_CFL_27","IMP",8,"8",2008,"2"
"231","1033",31004091,585275,4910015,"P04_SCB_24","MBC",4,"L4",2001,"2"
"232","10330",32009539,642552,4836412,"P08_CFL_27","IMP",8,"8",2008,"2"
"233","10332",32009541,642957,4836010,"P08_CFL_27","IMP",8,"8",2008,"2"
"234","10333",32009542,643103,4836008,"P08_CFL_27","IMP",8,"8",2008,"2"
"235","10334",32009543,642507,4835764,"P08_CFL_27","IMP",8,"8",2008,"2"
"236","10335",32009544,642647,4835666,"P08_CFL_27","IMP",8,"8",2008,"2"
"237","10336",32009545,642954,4835659,"P08_CFL_27","IMP",8,"8",2008,"2"
"238","10337",32009546,642798,4835614,"P08_CFL_27","IMP",8,"8",2008,"2"
"239","10338",32009547,641401,4835564,"P08_CFL_342","IMP",8,"8",2008,"1"
"240","10339",32009548,642455,4835468,"P08_CFL_27","IMP",8,"8",2008,"2"
"241","1034",31004092,584043,4909849,"P04_TSC_35","MBC",4,"L4",2001,"2"
"242","10340",32009549,642658,4835258,"P08_CFL_349","IMP",8,"8",2008,"2"
"243","10341",32009550,640458,4835211,"P08_CFL_337","IMP",8,"8",2008,"2"
"244","10342",32009551,641267,4835219,"P08_CFL_342","IMP",8,"8",2008,"2"
"245","10343",32009552,641907,4835162,"P08_CFL_349","IMP",8,"8",2008,"1"
"246","10344",32009553,640405,4835052,"P08_CFL_337","IMP",8,"8",2008,"2"
"247","10345",32009554,641896,4835068,"P08_CFL_349","IMP",8,"8",2008,"1"
"248","10346",32009555,642166,4835063,"P08_CFL_349","IMP",8,"8",2008,"1"
"249","10347",32009556,640512,4835014,"P08_CFL_337","IMP",8,"8",2008,"2"
"250","10348",32009557,640200,4834957,"P08_CFL_337","IMP",8,"8",2008,"2"
"251","10349",32009558,640260,4834960,"P08_CFL_337","IMP",8,"8",2008,"2"
"252","10350",32009559,640901,4834961,"P08_CFL_337","IMP",8,"8",2008,"2"
"253","10351",32009560,640549,4834911,"P08_CFL_337","IMP",8,"8",2008,"2"
"254","10352",32009561,640304,4834701,"P08_CFL_337","IMP",8,"8",2008,"2"
"255","10353",32009562,641203,4834467,"P08_CFL_342","IMP",8,"8",2008,"2"
"256","10354",32009563,640708,4834265,"P08_CFL_342","IMP",8,"8",2008,"2"
"257","10356",32009565,640905,4834162,"P08_CFL_342","IMP",8,"8",2008,"2"
"258","10357",32009566,640644,4834007,"P08_CFL_342","IMP",8,"8",2008,"2"
"259","10358",32009567,641805,4833957,"P08_CFL_342","IMP",8,"8",2008,"2"
"260","10359",32009568,642855,4833960,"P08_CFL_349","IMP",8,"8",2008,"2"
"261","10360",32009569,641501,4833851,"P08_CFL_342","IMP",8,"8",2008,"2"
"262","10361",32009570,640810,4833756,"P08_CFL_342","IMP",8,"8",2008,"2"
"263","10362",32009571,641101,4833703,"P08_CFL_342","IMP",8,"8",2008,"2"
"264","10363",32009572,642801,4833653,"P08_CFL_349","IMP",8,"8",2008,"1"
"265","10364",32009573,642652,4833611,"P08_CFL_349","IMP",8,"8",2008,"2"
"266","10365",32009574,640612,4833560,"P08_CFL_342","IMP",8,"8",2008,"2"
"267","10366",32009575,640909,4833546,"P08_CFL_342","IMP",8,"8",2008,"2"
"268","10367",32009576,641759,4833409,"P08_CFL_342","IMP",8,"8",2008,"2"
"269","10368",32009577,642696,4833311,"P08_CFL_349","IMP",8,"8",2008,"2"
"270","10369",32009578,642755,4833166,"P08_CFL_349","IMP",8,"8",2008,"2"
"271","10370",32009579,643103,4833060,"P08_CFL_349","IMP",8,"8",2008,"2"
"272","10371",32009580,642456,4833003,"P08_CFL_342","IMP",8,"8",2008,"2"
"273","10372",32009581,640458,4832808,"P08_CFL_7","IMP",8,"8",2008,"2"
"274","10373",32009582,641460,4832815,"P08_CFL_342","IMP",8,"8",2008,"2"
"275","10374",32009583,641748,4832757,"P08_CFL_342","IMP",8,"8",2008,"2"
"276","10375",32009584,640955,4832559,"P08_CFL_342","IMP",8,"8",2008,"2"
"277","10376",32009585,641660,4832562,"P08_CFL_342","IMP",8,"8",2008,"2"
"278","10377",32009586,641959,4832560,"P08_CFL_342","IMP",8,"8",2008,"2"
"279","10378",32009587,642108,4832554,"P08_CFL_342","IMP",8,"8",2008,"2"
"280","10379",32009588,641354,4832512,"P08_CFL_342","IMP",8,"8",2008,"2"
"281","10380",32009589,642504,4832502,"P08_CFL_342","IMP",8,"8",2008,"2"
"282","10382",32009591,642106,4832262,"P08_CFL_342","IMP",8,"8",2008,"2"
"283","10383",32009592,642702,4832258,"P08_CFL_342","IMP",8,"8",2008,"2"
"284","10384",32009593,642361,4832216,"P08_CFL_342","IMP",8,"8",2008,"2"
"285","10385",32009595,640795,4832169,"P08_CFL_342","IMP",8,"8",2008,"2"
"286","10386",32009596,640899,4832157,"P08_CFL_342","IMP",8,"8",2008,"2"
"287","10388",32009598,641247,4832064,"P08_CFL_342","IMP",8,"8",2008,"2"
"288","10392",32009602,642603,4831656,"P08_CFL_342","IMP",8,"8",2008,"2"
"289","10395",32009605,643155,4831310,"P08_CFL_342","IMP",8,"8",2008,"2"
"290","10398",32009608,641855,4831214,"P08_CFL_342","IMP",8,"8",2008,"2"
"291","10399",32009609,642356,4831212,"P08_CFL_342","IMP",8,"8",2008,"1"
"292","10401",32009611,640355,4831065,"P08_CFL_342","IMP",8,"8",2008,"2"
"293","10402",32009612,640698,4830955,"P08_CFL_342","IMP",8,"8",2008,"2"
"294","10403",32009613,641703,4830909,"P08_CFL_342","IMP",8,"8",2008,"2"
"295","10404",32009614,642052,4830864,"P08_CFL_342","IMP",8,"8",2008,"2"
"296","10405",32009615,641904,4830613,"P08_CFL_342","IMP",8,"8",2008,"1"
"297","10407",32009617,640002,4830458,"P08_CFL_342","IMP",8,"8",2008,"2"
"298","10411",32009621,640401,4830363,"P08_CFL_342","IMP",8,"8",2008,"2"
"299","10415",32009625,643002,4830206,"P08_CFL_342","IMP",8,"8",2008,"2"
"300","10419",32009629,639705,4829762,"P08_CFL_340","IMP",8,"8",2008,"2"
"301","10420",32009630,640051,4829662,"P08_CFL_340","IMP",8,"8",2008,"2"
"302","10425",32009635,641406,4829410,"P08_CFL_342","IMP",8,"8",2008,"2"
"303","10427",32009637,641606,4829312,"P08_CFL_342","IMP",8,"8",2008,"1"
"304","10428",32009638,641754,4829312,"P08_CFL_342","IMP",8,"8",2008,"2"
"305","10430",32009640,640355,4829208,"P08_CFL_340","IMP",8,"8",2008,"2"
"306","10431",32009641,642407,4829211,"P08_CFL_342","IMP",8,"8",2008,"1"
"307","10432",32009642,643352,4829111,"P08_CFL_339","IMP",8,"8",2008,"2"
"308","10436",32009646,641853,4828661,"P08_CFL_342","IMP",8,"8",2008,"2"
"309","10438",32009648,641755,4828210,"P08_CFL_342","IMP",8,"8",2008,"2"
"310","10439",32009649,641058,4835112,"P08_CFL_337","IMP",8,"8",2008,"2"
"311","10440",32009652,643407,4836708,"P08_CFL_27","IMP",8,"8",2008,"2"
"312","10441",32009653,643352,4836604,"P08_CFL_27","IMP",8,"8",2008,"2"
"313","10442",32009654,643308,4835907,"P08_CFL_27","IMP",8,"8",2008,"2"
"314","10443",32009655,639560,4831062,"P08_CFL_341","IMP",8,"8",2008,"2"
"315","10444",32009676,640860,4847118,"P08_SCB_28","MBC",8,"8",2009,"2"
"316","10456",32009688,640995,4847503,"P08_SCB_28","MBC",8,"8",2009,"2"
"317","10458",32009691,640698,4844215,"P08_SCB_26","MBC",8,"8",2009,"2"
"318","10462",32009695,640701,4843869,"P08_SCB_26","MBC",8,"8",2009,"2"
"319","10465",32009698,640701,4843517,"P08_SCB_26","MBC",8,"8",2009,"2"
"320","10471",32009704,639705,4839256,"P08_SCB_25","MBC",8,"8",2009,"2"
"321","10475",32009708,641601,4835368,"P08_SCB_21","MBC",8,"8",2009,"2"
"322","10476",32009709,641946,4834511,"P08_USCB_9","MBC",8,"8",2009,"2"
"323","10478",32009711,643207,4832458,"P08_USCB_3","MBC",8,"8",2009,"2"
"324","10484",32009717,639654,4838716,"P08_SCB_25","MBC",8,"8",2009,"2"
"325","10486",32009719,637009,4856060,"P08_SCB_31","MBC",8,"8",2009,"1"
